gap_id,mmsi,vessel_class,flag,vessel_length_m,vessel_tonnage_gt,gap_start_timestamp,gap_start_lat,gap_start_lon,gap_start_distance_from_shore_m,gap_end_timestamp,gap_end_lat,gap_end_lon,gap_end_distance_from_shore_m,gap_hours,iuu_caught
cf24d2c5c28e8c9ff279b655e0cd511a,416563000,squid_jigger,TWN,58.1,888,2017-02-20 17:25:40+00:00,0.270233333,-116.49632,1370000,2017-02-28 16:01:54+00:00,-0.190966667,-117.4547867,1477000,190.6,0
531c18111ea0b96992f8ae73e9c98064,412217993,squid_jigger,CHN,67.85,1419,2017-05-15 19:29:15+00:00,0.914878333,-106.1856,1090000,2017-05-18 02:15:47+00:00,0.788333333,-106.1383333,1104000,54.76666667,0
f7e14be102729579a1ef272b4c63257d,412421043,squid_jigger,CHN,44.98,551,2019-07-02 11:32:25+00:00,-5.732825,-84.92607,415000,2019-08-14 20:38:23+00:00,-12.66952,-164.5968267,152000,1041.083333,0
6068b88011df4a9903f39ae7374729be,416004903,squid_jigger,TWN,74.55,998,2019-11-11 04:09:19+00:00,41.57165333,154.6525067,603000,2019-11-11 21:03:29+00:00,42.05917333,154.8540817,570000,16.9,0
8656535a75f3174995d8865dd7f0f6c6,416242500,squid_jigger,TWN,74.55,998,2019-09-06 04:21:50+00:00,41.9176,162.5857067,991000,2019-09-06 17:43:59+00:00,41.87512,164.0922933,1087000,13.36666667,0
7df2a47e768a808c3b949db4b8825074,416004693,squid_jigger,TWN,74.55,998,2018-08-29 04:33:55+00:00,44.682975,160.3775083,659000,2018-08-29 18:18:02+00:00,42.4792,158.5668533,714000,13.73333333,0
77d26afaaa295e211e0f395b4ba6dcee,416031600,squid_jigger,TWN,66.7,945,2018-11-29 19:04:00+00:00,-19.59565333,-75.47085333,416000,2018-12-06 21:36:02+00:00,-19.872455,-75.34885333,438000,170.5333333,0
15962a3a75d2b653c627da94a751e944,412420313,squid_jigger,CHN,65.9,1305,2018-06-23 18:28:35+00:00,-6.423551667,-89.970255,556000,2018-07-13 13:22:06+00:00,-12.02034667,-77.17709667,3000,474.8833333,0
60ed2b6964a06a2124309b9a0e1d6025,416253700,squid_jigger,TWN,74.55,1238,2018-08-23 02:40:02+00:00,42.33630333,159.63056,786000,2018-08-23 18:19:33+00:00,42.41763667,159.0684,748000,15.65,0
bc3d5e2ce5993bbff561e7239dca5187,412333345,squid_jigger,CHN,67.68,1478,2018-01-11 07:26:30+00:00,-45.13421333,-60.18045333,382000,2018-01-12 01:30:17+00:00,-45.14925333,-60.14314667,386000,18.05,0
103c04ec86bc2ef6fdb893988b0465eb,416238500,squid_jigger,TWN,74.55,998,2018-09-01 05:53:47+00:00,42.25821667,158.738965,742000,2018-09-02 18:01:06+00:00,42.66242667,155.6660533,551000,36.11666667,0
93064a91779908298f02c3551e1bac82,577101000,squid_jigger,VUT,76.07,998,2018-10-16 21:10:10+00:00,41.136155,152.0662167,519000,2018-10-17 14:33:11+00:00,41.34840667,152.710715,535000,17.38333333,0
4df426c81cb552ab84637e762af42ee3,416248500,squid_jigger,TWN,74.55,998,2019-02-19 08:45:40+00:00,-46.76645333,-60.60274667,394000,2019-03-02 03:47:57+00:00,-46.96261333,-60.82410667,374000,259.0333333,0
d37a907f8f6a31df8d34accc9a8b3414,412209146,squid_jigger,CHN,67.85,1419,2019-06-23 02:07:05+00:00,42.74829333,171.6590133,1079000,2019-06-24 00:13:19+00:00,42.78821333,171.7310933,1074000,22.1,0
d75427664a66040312aefe220ccec356,412421173,squid_jigger,CHN,59.97,976,2019-09-10 15:52:07+00:00,-3.16888,-85.79010667,470000,2019-09-11 05:35:41+00:00,-2.933801667,-86.07622167,429000,13.71666667,0
