,exact_name
174,North Pacific Ocean
175,false
176,Indian Ocean
177,North Atlantic Ocean
178,South Atlantic Ocean
179,North Atlantic Ocean
180,Gulf of Guinea
181,false
182,South Pacific Ocean
183,South Pacific Ocean
184,false
185,North Atlantic Ocean
186,North Atlantic Ocean
187,false
188,false
189,Gulf of Guinea
190,false
191,Gulf of Guinea
192,North Pacific Ocean
193,South Pacific Ocean
194,false
195,North Atlantic Ocean
196,North Atlantic Ocean
197,South Pacific Ocean
198,false
199,false
200,false
201,North Atlantic Ocean
202,North Atlantic Ocean
203,North Atlantic Ocean
204,North Atlantic Ocean
205,Solomon Sea
206,Indian Ocean
207,North Pacific Ocean
208,false
209,North Atlantic Ocean
210,Gulf of Guinea
211,South Atlantic Ocean
212,South Atlantic Ocean
213,South Pacific Ocean
214,South Pacific Ocean
215,Indian Ocean
216,South Atlantic Ocean
217,South Pacific Ocean
218,Solomon Sea
219,North Pacific Ocean
220,Gulf of Guinea
221,North Pacific Ocean
222,South Atlantic Ocean
223,South Pacific Ocean
224,South Atlantic Ocean
225,false
226,false
227,false
228,North Atlantic Ocean
229,South Pacific Ocean
230,North Atlantic Ocean
231,false
232,North Atlantic Ocean
233,North Pacific Ocean
234,North Pacific Ocean
235,South Pacific Ocean
236,North Atlantic Ocean
237,Solomon Sea
238,North Pacific Ocean
239,false
240,North Atlantic Ocean
241,South Atlantic Ocean
242,false
243,South Pacific Ocean
244,North Pacific Ocean
245,false
246,North Pacific Ocean
247,North Pacific Ocean
248,Indian Ocean
249,North Pacific Ocean
250,Solomon Sea
251,South Pacific Ocean
252,North Pacific Ocean
253,North Atlantic Ocean
254,North Pacific Ocean
255,South Pacific Ocean
256,false
257,false
258,false
259,false
260,false
261,North Atlantic Ocean
262,North Atlantic Ocean
263,North Atlantic Ocean
264,North Atlantic Ocean
265,South Pacific Ocean
266,South Atlantic Ocean
267,South Pacific Ocean
268,North Pacific Ocean
269,South Atlantic Ocean
270,North Pacific Ocean
271,North Pacific Ocean
272,false
273,North Atlantic Ocean
274,false
275,South Pacific Ocean
276,false
277,South Pacific Ocean
278,North Pacific Ocean
279,North Atlantic Ocean
280,North Atlantic Ocean
281,South Pacific Ocean
282,North Pacific Ocean
283,South Atlantic Ocean
284,South Pacific Ocean
285,false
286,false
287,false
288,South Pacific Ocean
289,North Pacific Ocean
290,false
291,Indian Ocean
292,North Atlantic Ocean
293,North Atlantic Ocean
294,North Atlantic Ocean
295,North Atlantic Ocean
296,North Atlantic Ocean
297,North Atlantic Ocean
298,North Atlantic Ocean
299,North Atlantic Ocean
300,North Atlantic Ocean
301,North Atlantic Ocean
302,North Atlantic Ocean
303,North Atlantic Ocean
304,North Atlantic Ocean
305,North Atlantic Ocean
306,North Atlantic Ocean
307,South Atlantic Ocean
308,North Atlantic Ocean
309,North Atlantic Ocean
310,South Atlantic Ocean
311,North Atlantic Ocean
312,South Atlantic Ocean
313,North Atlantic Ocean
314,South Atlantic Ocean
315,North Atlantic Ocean
316,Indian Ocean
317,Indian Ocean
318,North Atlantic Ocean
319,North Atlantic Ocean
320,North Atlantic Ocean
321,Indian Ocean
322,North Atlantic Ocean
323,North Atlantic Ocean
324,South Atlantic Ocean
325,North Atlantic Ocean
326,North Atlantic Ocean
327,North Atlantic Ocean
328,North Atlantic Ocean
329,South Atlantic Ocean
330,North Atlantic Ocean
331,North Atlantic Ocean
332,North Atlantic Ocean
333,North Atlantic Ocean
334,North Atlantic Ocean
335,North Atlantic Ocean
336,Gulf of Guinea
337,North Atlantic Ocean
338,North Atlantic Ocean
339,North Atlantic Ocean
340,North Atlantic Ocean
341,South Atlantic Ocean
342,North Atlantic Ocean
343,North Atlantic Ocean
344,North Atlantic Ocean
345,North Atlantic Ocean
346,North Atlantic Ocean
347,Indian Ocean
348,Indian Ocean
349,Arabian Sea
350,North Atlantic Ocean
351,North Atlantic Ocean
352,North Atlantic Ocean
353,South Atlantic Ocean
354,North Atlantic Ocean
355,North Atlantic Ocean
356,Indian Ocean
357,false
358,false
359,North Atlantic Ocean
360,North Atlantic Ocean
361,North Atlantic Ocean
362,Gulf of Guinea
363,North Atlantic Ocean
364,North Atlantic Ocean
365,North Atlantic Ocean
366,South Atlantic Ocean
367,Gulf of Guinea
368,Gulf of Guinea
369,North Atlantic Ocean
370,North Atlantic Ocean
371,North Atlantic Ocean
372,Gulf of Guinea
373,North Atlantic Ocean
374,North Atlantic Ocean
375,North Atlantic Ocean
376,false
377,false
378,North Pacific Ocean
379,South Pacific Ocean
380,South Pacific Ocean
381,false
382,false
383,false
384,false
385,false
386,false
387,false
388,false
389,false
390,false
391,false
392,false
393,false
394,false
395,false
396,false
397,false
398,false
399,North Atlantic Ocean
400,South Atlantic Ocean
401,North Atlantic Ocean
402,South Atlantic Ocean
403,South Atlantic Ocean
404,false
405,false
406,false
407,false
408,false
409,false
410,false
411,false
412,false
413,false
414,false
415,false
416,false
417,North Atlantic Ocean
418,North Atlantic Ocean
419,North Atlantic Ocean
420,North Atlantic Ocean
421,North Atlantic Ocean
422,North Atlantic Ocean
423,South Pacific Ocean
424,South Pacific Ocean
425,South Pacific Ocean
426,North Pacific Ocean
427,false
428,false
429,false
430,false
431,false
432,false
433,South Atlantic Ocean
434,North Atlantic Ocean
435,North Atlantic Ocean
436,Gulf of Guinea
437,North Atlantic Ocean
438,Gulf of Guinea
439,South Pacific Ocean
440,South Pacific Ocean
441,South Pacific Ocean
442,South Pacific Ocean
443,South Pacific Ocean
444,South Pacific Ocean
445,South Pacific Ocean
446,South Pacific Ocean
447,North Pacific Ocean
448,North Pacific Ocean
449,South Pacific Ocean
450,North Pacific Ocean
451,South Pacific Ocean
452,North Pacific Ocean
453,South Pacific Ocean
454,South Pacific Ocean
455,South Pacific Ocean
456,South Pacific Ocean
457,South Pacific Ocean
458,South Pacific Ocean
459,South Pacific Ocean
460,Solomon Sea
461,North Pacific Ocean
462,South Pacific Ocean
463,South Pacific Ocean
464,North Pacific Ocean
465,South Pacific Ocean
466,South Pacific Ocean
467,South Pacific Ocean
468,false
469,South Pacific Ocean
470,South Pacific Ocean
471,South Pacific Ocean
472,South Pacific Ocean
473,North Pacific Ocean
474,South Pacific Ocean
475,North Pacific Ocean
476,South Pacific Ocean
477,North Pacific Ocean
478,South Pacific Ocean
479,North Pacific Ocean
480,South Pacific Ocean
481,North Pacific Ocean
482,North Pacific Ocean
483,North Pacific Ocean
484,North Pacific Ocean
485,North Pacific Ocean
486,South Pacific Ocean
487,North Pacific Ocean
488,South Pacific Ocean
489,South Pacific Ocean
490,North Pacific Ocean
491,North Pacific Ocean
492,South Pacific Ocean
493,South Pacific Ocean
494,North Pacific Ocean
495,South Pacific Ocean
496,false
497,North Pacific Ocean
498,South Pacific Ocean
499,South Pacific Ocean
500,North Pacific Ocean
501,South Pacific Ocean
502,North Pacific Ocean
503,Solomon Sea
504,South Pacific Ocean
505,North Pacific Ocean
506,North Pacific Ocean
507,North Pacific Ocean
508,South Pacific Ocean
509,South Pacific Ocean
510,North Pacific Ocean
511,South Pacific Ocean
512,South Pacific Ocean
513,North Pacific Ocean
514,false
515,South Pacific Ocean
516,South Pacific Ocean
517,North Pacific Ocean
518,South Pacific Ocean
519,false
520,South Pacific Ocean
521,North Pacific Ocean
522,North Pacific Ocean
523,false
524,South Pacific Ocean
525,North Pacific Ocean
526,false
527,false
528,false
529,South Pacific Ocean
530,false
531,false
532,South Pacific Ocean
533,South Pacific Ocean
534,South Pacific Ocean
535,South Pacific Ocean
536,false
537,South Pacific Ocean
538,false
539,South Pacific Ocean
540,North Pacific Ocean
541,South Pacific Ocean
542,North Pacific Ocean
543,North Pacific Ocean
544,South Pacific Ocean
545,North Pacific Ocean
546,South Pacific Ocean
547,false
548,North Pacific Ocean
549,North Pacific Ocean
550,South Pacific Ocean
551,North Pacific Ocean
552,North Pacific Ocean
553,North Pacific Ocean
554,South Pacific Ocean
555,Solomon Sea
556,Bismarck Sea
557,South Pacific Ocean
558,North Pacific Ocean
559,North Pacific Ocean
560,North Pacific Ocean
561,North Pacific Ocean
562,South Pacific Ocean
563,South Pacific Ocean
564,North Pacific Ocean
565,North Pacific Ocean
566,South Pacific Ocean
567,Solomon Sea
568,North Pacific Ocean
569,South Pacific Ocean
570,North Pacific Ocean
571,North Pacific Ocean
572,false
573,South Pacific Ocean
574,South Pacific Ocean
575,North Pacific Ocean
576,false
577,South Pacific Ocean
578,North Pacific Ocean
579,South Pacific Ocean
580,false
581,South Pacific Ocean
582,North Pacific Ocean
583,South Pacific Ocean
584,South Pacific Ocean
585,North Atlantic Ocean
586,South Atlantic Ocean
587,South Atlantic Ocean
588,Gulf of Guinea
589,North Atlantic Ocean
590,South Atlantic Ocean
591,Indian Ocean
592,Indian Ocean
593,Indian Ocean
594,Indian Ocean
595,Indian Ocean
596,Indian Ocean
597,Arabian Sea
598,Indian Ocean
599,Indian Ocean
600,Indian Ocean
601,Indian Ocean
602,Indian Ocean
603,Indian Ocean
604,Indian Ocean
605,South Atlantic Ocean
606,Gulf of Guinea
607,North Atlantic Ocean
608,North Atlantic Ocean
609,Indian Ocean
610,Indian Ocean
611,Indian Ocean
612,Indian Ocean
613,Indian Ocean
614,Indian Ocean
615,Indian Ocean
616,Indian Ocean
617,false
618,false
619,false
620,false
621,false
622,false
623,false
624,false
625,false
626,false
627,false
628,false
629,false
630,false
631,false
632,false
633,false
634,false
635,false
636,false
637,false
638,false
639,false
640,false
641,false
642,false
643,false
644,false
645,false
646,false
647,false
648,false
649,false
650,false
651,false
652,false
653,false
654,false
655,false
656,false
657,false
658,false
659,false
660,false
661,Indian Ocean
662,North Atlantic Ocean
663,North Atlantic Ocean
664,North Atlantic Ocean
665,North Atlantic Ocean
666,North Atlantic Ocean
667,South Atlantic Ocean
668,North Atlantic Ocean
669,North Atlantic Ocean
670,North Atlantic Ocean
671,North Atlantic Ocean
672,North Atlantic Ocean
673,North Atlantic Ocean
674,North Atlantic Ocean
675,North Atlantic Ocean
676,North Atlantic Ocean
677,North Atlantic Ocean
678,Gulf of Guinea
679,North Atlantic Ocean
680,North Atlantic Ocean
681,Gulf of Guinea
682,North Atlantic Ocean
683,North Atlantic Ocean
684,Indian Ocean
685,Indian Ocean
686,Indian Ocean
687,Indian Ocean
688,Indian Ocean
689,Indian Ocean
690,Indian Ocean
691,North Atlantic Ocean
692,North Atlantic Ocean
693,North Atlantic Ocean
694,Mozambique Channel
695,Arabian Sea
696,North Atlantic Ocean
697,South Atlantic Ocean
698,North Atlantic Ocean
699,Gulf of Guinea
700,North Atlantic Ocean
701,North Atlantic Ocean
702,South Atlantic Ocean
703,North Atlantic Ocean
704,North Atlantic Ocean
705,North Atlantic Ocean
706,North Atlantic Ocean
707,North Atlantic Ocean
708,North Atlantic Ocean
709,North Atlantic Ocean
710,North Atlantic Ocean
711,North Atlantic Ocean
712,North Atlantic Ocean
713,South Atlantic Ocean
714,South Atlantic Ocean
715,South Atlantic Ocean
716,South Atlantic Ocean
717,North Atlantic Ocean
718,Indian Ocean
719,Barentsz Sea
720,false
721,false
722,false
723,false
724,South Atlantic Ocean
725,North Atlantic Ocean
726,North Atlantic Ocean
727,Gulf of Guinea
728,North Atlantic Ocean
729,North Atlantic Ocean
730,North Atlantic Ocean
731,Gulf of Guinea
732,South Atlantic Ocean
733,South Atlantic Ocean
734,South Atlantic Ocean
735,North Atlantic Ocean
736,Gulf of Guinea
737,North Atlantic Ocean
738,North Atlantic Ocean
739,North Atlantic Ocean
740,South Atlantic Ocean
741,South Atlantic Ocean
742,South Atlantic Ocean
743,North Atlantic Ocean
744,South Atlantic Ocean
745,North Atlantic Ocean
746,South Atlantic Ocean
747,North Atlantic Ocean
748,South Pacific Ocean
749,false
750,South Pacific Ocean
751,false
752,false
753,false
754,false
755,false
756,false
757,false
758,false
759,false
760,false
761,false
762,false
763,false
764,false
765,Gulf of Guinea
766,North Atlantic Ocean
767,South Atlantic Ocean
768,South Atlantic Ocean
769,false
770,false
771,false
772,false
773,false
774,false
775,false
776,false
777,false
778,false
779,false
780,false
781,false
782,false
783,false
784,South Atlantic Ocean
785,South Atlantic Ocean
786,North Atlantic Ocean
787,North Atlantic Ocean
788,South Atlantic Ocean
789,North Atlantic Ocean
790,North Atlantic Ocean
791,false
792,false
793,South Pacific Ocean
794,North Pacific Ocean
795,South Pacific Ocean
796,South Pacific Ocean
797,North Pacific Ocean
798,false
799,false
800,South Pacific Ocean
801,false
802,false
803,false
804,false
805,false
806,North Atlantic Ocean
807,Gulf of Guinea
808,South Atlantic Ocean
809,South Pacific Ocean
810,South Pacific Ocean
811,North Pacific Ocean
812,South Pacific Ocean
813,North Pacific Ocean
814,South Pacific Ocean
815,North Pacific Ocean
816,South Pacific Ocean
817,North Pacific Ocean
818,North Pacific Ocean
819,South Pacific Ocean
820,South Pacific Ocean
821,South Pacific Ocean
822,South Pacific Ocean
823,North Pacific Ocean
824,South Pacific Ocean
825,South Pacific Ocean
826,South Pacific Ocean
827,South Pacific Ocean
828,South Pacific Ocean
829,South Pacific Ocean
830,South Pacific Ocean
831,North Pacific Ocean
832,South Pacific Ocean
833,North Pacific Ocean
834,South Pacific Ocean
835,South Pacific Ocean
836,South Pacific Ocean
837,South Pacific Ocean
838,North Pacific Ocean
839,South Pacific Ocean
840,North Pacific Ocean
841,South Pacific Ocean
842,North Pacific Ocean
843,North Pacific Ocean
844,South Pacific Ocean
845,South Pacific Ocean
846,Indian Ocean
847,Indian Ocean
848,North Pacific Ocean
849,North Pacific Ocean
850,South Pacific Ocean
851,North Pacific Ocean
852,North Pacific Ocean
853,South Pacific Ocean
854,South Pacific Ocean
855,North Pacific Ocean
856,North Pacific Ocean
857,false
858,false
859,false
860,North Pacific Ocean
861,false
862,North Pacific Ocean
863,South Pacific Ocean
864,North Pacific Ocean
865,South Pacific Ocean
866,South Pacific Ocean
867,South Pacific Ocean
868,false
869,South Pacific Ocean
870,North Pacific Ocean
871,South Pacific Ocean
872,Indian Ocean
873,South Pacific Ocean
874,North Pacific Ocean
875,North Pacific Ocean
876,North Pacific Ocean
877,North Pacific Ocean
878,South Pacific Ocean
879,Solomon Sea
880,Indian Ocean
881,false
882,false
883,North Pacific Ocean
884,North Pacific Ocean
885,South Pacific Ocean
886,North Pacific Ocean
887,South Pacific Ocean
888,South Pacific Ocean
889,South Pacific Ocean
890,North Pacific Ocean
891,South Pacific Ocean
892,North Pacific Ocean
893,North Pacific Ocean
894,North Pacific Ocean
895,North Pacific Ocean
896,North Pacific Ocean
897,North Pacific Ocean
898,South Pacific Ocean
899,North Pacific Ocean
900,false
901,false
902,false
903,false
904,South Pacific Ocean
905,North Pacific Ocean
906,South Pacific Ocean
907,South Pacific Ocean
908,South Pacific Ocean
909,North Pacific Ocean
910,false
911,South Pacific Ocean
912,South Pacific Ocean
913,South Pacific Ocean
914,South Pacific Ocean
915,South Pacific Ocean
916,North Pacific Ocean
917,North Pacific Ocean
918,South Pacific Ocean
919,South Pacific Ocean
920,Solomon Sea
921,South Pacific Ocean
922,Bismarck Sea
923,South Pacific Ocean
924,North Pacific Ocean
925,Bismarck Sea
926,North Pacific Ocean
927,North Pacific Ocean
928,North Pacific Ocean
929,South Pacific Ocean
930,South Pacific Ocean
931,South Pacific Ocean
932,North Pacific Ocean
933,false
934,false
935,South Pacific Ocean
936,South Pacific Ocean
937,South Pacific Ocean
938,South Pacific Ocean
939,North Pacific Ocean
940,North Pacific Ocean
941,South Pacific Ocean
942,false
943,South Pacific Ocean
944,South Pacific Ocean
945,South Pacific Ocean
946,North Pacific Ocean
947,North Pacific Ocean
948,South Pacific Ocean
949,North Pacific Ocean
950,false
951,South Atlantic Ocean
952,Gulf of Guinea
953,North Atlantic Ocean
954,South Atlantic Ocean
955,North Atlantic Ocean
956,North Atlantic Ocean
957,South Atlantic Ocean
958,Indian Ocean
959,Indian Ocean
960,Indian Ocean
961,Arabian Sea
962,Indian Ocean
963,Indian Ocean
964,Indian Ocean
965,Gulf of Guinea
966,North Atlantic Ocean
967,North Atlantic Ocean
968,North Atlantic Ocean
969,Indian Ocean
970,Mozambique Channel
971,false
972,false
973,false
974,false
975,false
976,false
977,false
978,false
979,false
980,false
981,false
982,false
983,false
984,false
985,false
986,false
987,false
988,false
989,false
990,false
991,false
992,false
993,false
994,false
995,false
996,false
997,false
998,false
999,false
1000,false
1001,false
1002,false
1003,false
1004,false
1005,false
1006,false
1007,false
1008,false
1009,false
1010,false
1011,false
1012,false
1013,false
1014,false
1015,false
1016,false
1017,North Pacific Ocean
1018,North Atlantic Ocean
1019,North Atlantic Ocean
1020,North Atlantic Ocean
1021,North Atlantic Ocean
1022,South Atlantic Ocean
1023,North Atlantic Ocean
1024,North Atlantic Ocean
1025,Indian Ocean
1026,Arabian Sea
1027,North Atlantic Ocean
1028,North Atlantic Ocean
1029,North Atlantic Ocean
1030,North Atlantic Ocean
1031,North Atlantic Ocean
1032,South Atlantic Ocean
1033,North Atlantic Ocean
1034,South Atlantic Ocean
1035,North Atlantic Ocean
1036,Gulf of Guinea
1037,South Atlantic Ocean
1038,North Atlantic Ocean
1039,North Atlantic Ocean
1040,North Atlantic Ocean
1041,North Atlantic Ocean
1042,North Atlantic Ocean
1043,North Atlantic Ocean
1044,North Atlantic Ocean
1045,North Atlantic Ocean
1046,North Atlantic Ocean
1047,Indian Ocean
1048,North Atlantic Ocean
1049,North Atlantic Ocean
1050,North Atlantic Ocean
1051,North Atlantic Ocean
1052,North Atlantic Ocean
1053,North Atlantic Ocean
1054,North Atlantic Ocean
1055,Indian Ocean
1056,Arabian Sea
1057,Indian Ocean
1058,Indian Ocean
1059,Indian Ocean
1060,South Atlantic Ocean
1061,North Atlantic Ocean
1062,North Atlantic Ocean
1063,North Atlantic Ocean
1064,North Atlantic Ocean
1065,North Atlantic Ocean
1066,North Atlantic Ocean
1067,North Atlantic Ocean
1068,North Atlantic Ocean
1069,South Atlantic Ocean
1070,North Atlantic Ocean
1071,South Atlantic Ocean
1072,North Atlantic Ocean
1073,North Atlantic Ocean
1074,South Atlantic Ocean
1075,North Atlantic Ocean
1076,North Atlantic Ocean
1077,North Atlantic Ocean
1078,South Atlantic Ocean
1079,North Atlantic Ocean
1080,North Atlantic Ocean
1081,South Atlantic Ocean
1082,North Atlantic Ocean
1083,North Atlantic Ocean
1084,Gulf of Guinea
1085,North Atlantic Ocean
1086,North Atlantic Ocean
1087,South Atlantic Ocean
1088,Gulf of Guinea
1089,Arabian Sea
1090,Indian Ocean
1091,North Atlantic Ocean
1092,North Atlantic Ocean
1093,North Atlantic Ocean
1094,North Atlantic Ocean
1095,Indian Ocean
1096,North Atlantic Ocean
1097,North Atlantic Ocean
1098,North Atlantic Ocean
1099,South Atlantic Ocean
1100,South Atlantic Ocean
1101,Gulf of Guinea
1102,North Atlantic Ocean
1103,North Atlantic Ocean
1104,North Atlantic Ocean
1105,North Atlantic Ocean
1106,North Atlantic Ocean
1107,North Atlantic Ocean
1108,North Atlantic Ocean
1109,North Atlantic Ocean
1110,North Atlantic Ocean
1111,North Atlantic Ocean
1112,North Pacific Ocean
1113,false
1114,North Pacific Ocean
1115,false
1116,false
1117,false
1118,false
1119,false
1120,false
1121,false
1122,false
1123,false
1124,false
1125,false
1126,false
1127,false
1128,North Atlantic Ocean
1129,North Atlantic Ocean
1130,false
1131,false
1132,false
1133,false
1134,false
1135,false
1136,false
1137,false
1138,false
1139,false
1140,false
1141,North Atlantic Ocean
1142,North Atlantic Ocean
1143,North Pacific Ocean
1144,North Pacific Ocean
1145,North Pacific Ocean
1146,North Pacific Ocean
1147,false
1148,South Pacific Ocean
1149,false
1150,false
1151,false
1152,South Pacific Ocean
1153,North Pacific Ocean
1154,South Pacific Ocean
1155,North Pacific Ocean
1156,North Pacific Ocean
1157,North Pacific Ocean
1158,false
1159,false
1160,false
1161,false
1162,false
1163,false
1164,false
1165,false
1166,false
1167,North Atlantic Ocean
1168,North Atlantic Ocean
1169,South Pacific Ocean
1170,South Pacific Ocean
1171,North Pacific Ocean
1172,South Pacific Ocean
1173,North Pacific Ocean
1174,North Pacific Ocean
1175,South Pacific Ocean
1176,South Pacific Ocean
1177,South Pacific Ocean
1178,South Pacific Ocean
1179,South Pacific Ocean
1180,South Pacific Ocean
1181,North Pacific Ocean
1182,South Pacific Ocean
1183,South Pacific Ocean
1184,South Pacific Ocean
1185,North Pacific Ocean
1186,false
1187,North Pacific Ocean
1188,South Pacific Ocean
1189,South Pacific Ocean
1190,South Pacific Ocean
1191,North Pacific Ocean
1192,South Pacific Ocean
1193,North Pacific Ocean
1194,South Pacific Ocean
1195,South Pacific Ocean
1196,South Pacific Ocean
1197,South Pacific Ocean
1198,North Pacific Ocean
1199,North Pacific Ocean
1200,South Pacific Ocean
1201,South Pacific Ocean
1202,South Pacific Ocean
1203,South Pacific Ocean
1204,North Pacific Ocean
1205,North Pacific Ocean
1206,South Pacific Ocean
1207,North Pacific Ocean
1208,South Pacific Ocean
1209,Indian Ocean
1210,Indian Ocean
1211,Arabian Sea
1212,North Pacific Ocean
1213,Philippine Sea
1214,South Pacific Ocean
1215,South Pacific Ocean
1216,Solomon Sea
1217,South Pacific Ocean
1218,false
1219,North Pacific Ocean
1220,South Pacific Ocean
1221,North Pacific Ocean
1222,false
1223,false
1224,false
1225,false
1226,North Pacific Ocean
1227,North Pacific Ocean
1228,South Pacific Ocean
1229,North Pacific Ocean
1230,false
1231,false
1232,South Pacific Ocean
1233,North Pacific Ocean
1234,South Pacific Ocean
1235,North Pacific Ocean
1236,Solomon Sea
1237,North Pacific Ocean
1238,South Pacific Ocean
1239,North Pacific Ocean
1240,South Pacific Ocean
1241,South Pacific Ocean
1242,North Pacific Ocean
1243,South Pacific Ocean
1244,false
1245,false
1246,South Pacific Ocean
1247,North Pacific Ocean
1248,South Pacific Ocean
1249,false
1250,North Pacific Ocean
1251,South Pacific Ocean
1252,North Pacific Ocean
1253,false
1254,South Pacific Ocean
1255,South Pacific Ocean
1256,false
1257,South Pacific Ocean
1258,North Pacific Ocean
1259,North Pacific Ocean
1260,South Pacific Ocean
1261,South Pacific Ocean
1262,false
1263,North Pacific Ocean
1264,North Pacific Ocean
1265,North Pacific Ocean
1266,South Pacific Ocean
1267,North Pacific Ocean
1268,South Pacific Ocean
1269,North Pacific Ocean
1270,South Pacific Ocean
1271,Bismarck Sea
1272,North Pacific Ocean
1273,South Pacific Ocean
1274,North Pacific Ocean
1275,Solomon Sea
1276,South Pacific Ocean
1277,South Pacific Ocean
1278,Bismarck Sea
1279,South Pacific Ocean
1280,Bismarck Sea
1281,North Pacific Ocean
1282,South Pacific Ocean
1283,South Pacific Ocean
1284,false
1285,South Pacific Ocean
1286,false
1287,South Pacific Ocean
1288,North Pacific Ocean
1289,South Pacific Ocean
1290,South Pacific Ocean
1291,South Pacific Ocean
1292,Solomon Sea
1293,North Pacific Ocean
1294,North Pacific Ocean
1295,South Pacific Ocean
1296,South Pacific Ocean
1297,North Pacific Ocean
1298,South Pacific Ocean
1299,North Pacific Ocean
1300,false
1301,false
1302,North Pacific Ocean
1303,South Pacific Ocean
1304,North Pacific Ocean
1305,North Pacific Ocean
1306,North Pacific Ocean
1307,Solomon Sea
1308,South Atlantic Ocean
1309,North Atlantic Ocean
1310,Gulf of Guinea
1311,South Atlantic Ocean
1312,South Atlantic Ocean
1313,South Atlantic Ocean
1314,Gulf of Guinea
1315,South Atlantic Ocean
1316,Gulf of Guinea
1317,South Atlantic Ocean
1318,Indian Ocean
1319,Mozambique Channel
1320,Indian Ocean
1321,Indian Ocean
1322,Indian Ocean
1323,Indian Ocean
1324,Indian Ocean
1325,Indian Ocean
1326,Indian Ocean
1327,Indian Ocean
1328,North Atlantic Ocean
1329,North Atlantic Ocean
1330,Indian Ocean
1331,Indian Ocean
1332,Indian Ocean
1333,Arabian Sea
1334,Indian Ocean
1335,false
1336,false
1337,false
1338,false
1339,false
1340,false
1341,false
1342,false
1343,false
1344,false
1345,false
1346,false
1347,false
1348,false
1349,false
1350,false
1351,false
1352,false
1353,false
1354,false
1355,false
1356,false
1357,false
1358,false
1359,false
1360,false
1361,false
1362,false
1363,false
1364,false
1365,false
1366,false
1367,false
1368,false
1369,false
1370,false
1371,false
1372,false
1373,false
1374,false
1375,false
