,exact_name
147,FALSE
148,North Pacific Ocean
149,North Pacific Ocean
150,South Atlantic Ocean
151,South Atlantic Ocean
152,South Atlantic Ocean
153,FALSE
154,South Atlantic Ocean
155,FALSE
156,South Atlantic Ocean
157,South Atlantic Ocean
158,FALSE
159,South Atlantic Ocean
160,South Atlantic Ocean
161,South Atlantic Ocean
162,South Atlantic Ocean
163,South Atlantic Ocean
164,South Atlantic Ocean
165,North Pacific Ocean
166,North Pacific Ocean
167,North Pacific Ocean
168,North Pacific Ocean
169,North Pacific Ocean
170,North Pacific Ocean
171,North Pacific Ocean
172,North Pacific Ocean
173,North Pacific Ocean
174,North Pacific Ocean
175,North Pacific Ocean
176,North Pacific Ocean
177,North Pacific Ocean
178,North Pacific Ocean
179,North Pacific Ocean
180,North Pacific Ocean
181,North Pacific Ocean
182,North Pacific Ocean
183,North Pacific Ocean
184,North Pacific Ocean
185,North Pacific Ocean
186,FALSE
187,South Atlantic Ocean
188,South Atlantic Ocean
189,South Atlantic Ocean
190,South Atlantic Ocean
191,FALSE
192,FALSE
193,FALSE
194,FALSE
195,FALSE
196,FALSE
197,FALSE
198,South Atlantic Ocean
199,FALSE
200,South Atlantic Ocean
201,South Atlantic Ocean
202,FALSE
203,South Atlantic Ocean
204,South Atlantic Ocean
205,FALSE
206,North Pacific Ocean
207,North Pacific Ocean
208,North Pacific Ocean
209,FALSE
210,FALSE
211,South Atlantic Ocean
212,South Atlantic Ocean
213,North Pacific Ocean
214,FALSE
215,FALSE
216,South Atlantic Ocean
217,FALSE
218,South Atlantic Ocean
219,South Atlantic Ocean
220,South Atlantic Ocean
221,North Pacific Ocean
222,South Atlantic Ocean
223,South Atlantic Ocean
224,South Atlantic Ocean
225,FALSE
226,South Atlantic Ocean
227,South Atlantic Ocean
228,South Atlantic Ocean
229,South Atlantic Ocean
230,South Atlantic Ocean
231,South Atlantic Ocean
232,South Atlantic Ocean
233,FALSE
234,South Atlantic Ocean
235,FALSE
236,South Atlantic Ocean
237,South Atlantic Ocean
238,South Atlantic Ocean
239,South Atlantic Ocean
240,South Atlantic Ocean
241,FALSE
242,South Atlantic Ocean
243,FALSE
244,FALSE
245,North Pacific Ocean
246,North Pacific Ocean
247,North Pacific Ocean
248,North Pacific Ocean
249,South Atlantic Ocean
250,South Atlantic Ocean
251,FALSE
252,FALSE
253,South Atlantic Ocean
254,South Atlantic Ocean
255,South Atlantic Ocean
256,North Pacific Ocean
257,South Atlantic Ocean
258,North Pacific Ocean
259,North Pacific Ocean
260,North Pacific Ocean
261,South Atlantic Ocean
262,South Atlantic Ocean
263,South Atlantic Ocean
264,North Pacific Ocean
265,FALSE
266,FALSE
267,FALSE
268,South Atlantic Ocean
269,South Atlantic Ocean
270,South Atlantic Ocean
271,FALSE
272,South Atlantic Ocean
273,North Pacific Ocean
274,North Pacific Ocean
275,FALSE
276,South Atlantic Ocean
277,North Pacific Ocean
278,North Pacific Ocean
279,North Pacific Ocean
280,South Atlantic Ocean
281,FALSE
282,FALSE
283,South Atlantic Ocean
284,South Atlantic Ocean
285,South Atlantic Ocean
286,South Atlantic Ocean
287,South Atlantic Ocean
288,South Atlantic Ocean
289,South Atlantic Ocean
290,Indian Ocean
291,FALSE
292,South Atlantic Ocean
293,North Pacific Ocean
294,North Pacific Ocean
295,North Pacific Ocean
296,North Pacific Ocean
297,South Atlantic Ocean
298,North Pacific Ocean
299,North Pacific Ocean
300,South Atlantic Ocean
301,South Atlantic Ocean
302,South Atlantic Ocean
303,FALSE
304,South Atlantic Ocean
305,South Atlantic Ocean
306,South Atlantic Ocean
307,FALSE
308,FALSE
309,South Atlantic Ocean
310,South Atlantic Ocean
311,South Atlantic Ocean
312,FALSE
313,FALSE
314,FALSE
315,FALSE
316,South Atlantic Ocean
317,South Atlantic Ocean
318,FALSE
319,FALSE
320,South Atlantic Ocean
321,South Atlantic Ocean
322,FALSE
323,South Atlantic Ocean
324,FALSE
325,FALSE
326,FALSE
327,FALSE
328,FALSE
329,FALSE
330,FALSE
331,North Pacific Ocean
332,FALSE
333,FALSE
334,South Atlantic Ocean
335,South Atlantic Ocean
336,FALSE
337,South Atlantic Ocean
338,FALSE
339,South Atlantic Ocean
340,South Atlantic Ocean
341,South Atlantic Ocean
342,FALSE
343,FALSE
344,FALSE
345,FALSE
346,FALSE
347,South Atlantic Ocean
348,South Atlantic Ocean
349,FALSE
350,FALSE
351,South Atlantic Ocean
352,FALSE
353,FALSE
354,FALSE
355,FALSE
356,South Atlantic Ocean
357,FALSE
358,FALSE
359,FALSE
360,FALSE
361,FALSE
362,South Atlantic Ocean
363,FALSE
364,South Atlantic Ocean
365,FALSE
366,FALSE
367,FALSE
368,FALSE
369,FALSE
370,FALSE
371,FALSE
372,FALSE
373,South Atlantic Ocean
374,North Pacific Ocean
375,FALSE
376,FALSE
377,FALSE
378,FALSE
379,FALSE
380,FALSE
381,FALSE
382,FALSE
383,FALSE
384,FALSE
385,FALSE
386,South Atlantic Ocean
387,FALSE
388,South Atlantic Ocean
389,FALSE
390,FALSE
391,FALSE
392,South Atlantic Ocean
393,FALSE
394,South Atlantic Ocean
395,FALSE
396,FALSE
397,FALSE
398,FALSE
399,FALSE
400,FALSE
401,FALSE
402,South Atlantic Ocean
403,FALSE
404,FALSE
405,FALSE
406,FALSE
407,FALSE
408,FALSE
409,FALSE
410,FALSE
411,FALSE
412,FALSE
413,FALSE
414,FALSE
415,FALSE
416,FALSE
417,FALSE
418,FALSE
419,FALSE
420,FALSE
421,FALSE
422,FALSE
423,FALSE
424,FALSE
425,FALSE
426,FALSE
427,FALSE
428,FALSE
429,FALSE
430,FALSE
431,FALSE
432,FALSE
433,FALSE
434,FALSE
435,FALSE
436,FALSE
437,FALSE
438,FALSE
439,FALSE
440,FALSE
441,FALSE
442,FALSE
443,FALSE
444,FALSE
445,FALSE
446,South Atlantic Ocean
447,South Atlantic Ocean
448,South Atlantic Ocean
449,South Atlantic Ocean
450,South Atlantic Ocean
451,FALSE
452,North Pacific Ocean
453,South Atlantic Ocean
454,FALSE
455,South Atlantic Ocean
456,South Atlantic Ocean
457,South Atlantic Ocean
458,South Atlantic Ocean
459,FALSE
460,South Atlantic Ocean
461,FALSE
462,FALSE
463,FALSE
464,FALSE
465,FALSE
466,FALSE
467,FALSE
468,FALSE
469,FALSE
470,South Atlantic Ocean
471,South Atlantic Ocean
472,FALSE
473,South Atlantic Ocean
474,FALSE
475,FALSE
476,North Pacific Ocean
477,FALSE
478,FALSE
479,FALSE
480,FALSE
481,FALSE
482,FALSE
483,FALSE
484,FALSE
485,FALSE
486,South Atlantic Ocean
487,South Atlantic Ocean
488,FALSE
489,FALSE
490,FALSE
491,South Atlantic Ocean
492,FALSE
493,FALSE
494,FALSE
495,FALSE
496,South Atlantic Ocean
497,FALSE
498,South Atlantic Ocean
499,South Atlantic Ocean
500,FALSE
501,South Atlantic Ocean
502,South Atlantic Ocean
503,South Atlantic Ocean
504,South Atlantic Ocean
505,South Atlantic Ocean
506,South Atlantic Ocean
507,FALSE
508,FALSE
509,South Atlantic Ocean
510,FALSE
511,FALSE
512,South Atlantic Ocean
513,South Atlantic Ocean
514,South Atlantic Ocean
515,North Pacific Ocean
516,North Pacific Ocean
517,South Atlantic Ocean
518,North Pacific Ocean
519,North Pacific Ocean
520,North Pacific Ocean
521,North Pacific Ocean
522,North Pacific Ocean
523,South Atlantic Ocean
524,North Pacific Ocean
525,South Atlantic Ocean
526,North Pacific Ocean
527,North Pacific Ocean
528,FALSE
529,FALSE
530,North Pacific Ocean
531,South Atlantic Ocean
532,North Pacific Ocean
533,North Pacific Ocean
534,North Pacific Ocean
535,North Pacific Ocean
536,North Pacific Ocean
537,FALSE
538,FALSE
539,South Atlantic Ocean
540,North Pacific Ocean
541,North Pacific Ocean
542,South Atlantic Ocean
543,South Atlantic Ocean
544,South Atlantic Ocean
545,South Atlantic Ocean
546,North Pacific Ocean
547,North Pacific Ocean
548,North Pacific Ocean
549,North Pacific Ocean
550,North Pacific Ocean
551,North Pacific Ocean
552,North Pacific Ocean
553,FALSE
554,FALSE
555,South Atlantic Ocean
556,South Atlantic Ocean
557,South Atlantic Ocean
558,North Pacific Ocean
559,North Pacific Ocean
560,South Atlantic Ocean
561,FALSE
562,North Pacific Ocean
563,North Pacific Ocean
564,North Pacific Ocean
565,North Pacific Ocean
566,North Pacific Ocean
567,North Pacific Ocean
568,North Pacific Ocean
569,North Pacific Ocean
570,North Pacific Ocean
571,South Atlantic Ocean
572,North Pacific Ocean
573,North Pacific Ocean
574,North Pacific Ocean
575,North Pacific Ocean
576,North Pacific Ocean
577,North Pacific Ocean
578,North Pacific Ocean
579,North Pacific Ocean
580,South Atlantic Ocean
581,North Pacific Ocean
582,South Atlantic Ocean
583,North Pacific Ocean
584,North Pacific Ocean
585,North Pacific Ocean
586,North Pacific Ocean
587,North Pacific Ocean
588,North Pacific Ocean
589,North Pacific Ocean
590,North Pacific Ocean
591,North Pacific Ocean
592,North Pacific Ocean
593,North Pacific Ocean
594,North Pacific Ocean
595,North Pacific Ocean
596,North Pacific Ocean
597,North Pacific Ocean
598,North Pacific Ocean
599,North Pacific Ocean
600,North Pacific Ocean
601,North Pacific Ocean
602,North Pacific Ocean
603,South Atlantic Ocean
604,South Atlantic Ocean
605,North Pacific Ocean
606,North Pacific Ocean
607,North Pacific Ocean
608,North Pacific Ocean
609,South Atlantic Ocean
610,North Pacific Ocean
611,North Pacific Ocean
612,North Pacific Ocean
613,North Pacific Ocean
614,North Pacific Ocean
615,North Pacific Ocean
616,North Pacific Ocean
617,North Pacific Ocean
618,North Pacific Ocean
619,North Pacific Ocean
620,North Pacific Ocean
621,North Pacific Ocean
622,South Atlantic Ocean
623,North Pacific Ocean
624,North Pacific Ocean
625,North Pacific Ocean
626,North Pacific Ocean
627,North Pacific Ocean
628,North Pacific Ocean
629,North Pacific Ocean
630,North Pacific Ocean
631,North Pacific Ocean
632,North Pacific Ocean
633,North Pacific Ocean
634,North Pacific Ocean
635,North Pacific Ocean
636,Indian Ocean
637,North Pacific Ocean
638,North Pacific Ocean
639,South Atlantic Ocean
640,North Pacific Ocean
641,North Pacific Ocean
642,North Pacific Ocean
643,North Pacific Ocean
644,North Pacific Ocean
645,North Pacific Ocean
646,North Pacific Ocean
647,North Pacific Ocean
648,North Pacific Ocean
649,North Pacific Ocean
650,North Pacific Ocean
651,North Pacific Ocean
652,North Pacific Ocean
653,North Pacific Ocean
654,North Pacific Ocean
655,North Pacific Ocean
656,North Pacific Ocean
657,North Pacific Ocean
658,North Pacific Ocean
659,North Pacific Ocean
660,North Pacific Ocean
661,North Pacific Ocean
662,North Pacific Ocean
663,North Pacific Ocean
664,North Pacific Ocean
665,North Pacific Ocean
666,North Pacific Ocean
667,North Pacific Ocean
668,North Pacific Ocean
669,North Pacific Ocean
670,South Atlantic Ocean
671,North Pacific Ocean
672,North Pacific Ocean
673,North Pacific Ocean
674,North Pacific Ocean
675,South Atlantic Ocean
676,North Pacific Ocean
677,North Pacific Ocean
678,North Pacific Ocean
679,North Pacific Ocean
680,North Pacific Ocean
681,North Pacific Ocean
682,North Pacific Ocean
683,North Pacific Ocean
684,North Pacific Ocean
685,North Pacific Ocean
686,North Pacific Ocean
687,North Pacific Ocean
688,North Pacific Ocean
689,North Pacific Ocean
690,North Pacific Ocean
691,North Pacific Ocean
692,North Pacific Ocean
693,North Pacific Ocean
694,North Pacific Ocean
695,North Pacific Ocean
696,North Pacific Ocean
697,North Pacific Ocean
698,North Pacific Ocean
699,North Pacific Ocean
700,North Pacific Ocean
701,North Pacific Ocean
702,North Pacific Ocean
703,North Pacific Ocean
704,North Pacific Ocean
705,South Atlantic Ocean
706,North Pacific Ocean
707,North Pacific Ocean
708,North Pacific Ocean
709,Indian Ocean
710,North Pacific Ocean
711,South Atlantic Ocean
712,North Pacific Ocean
713,North Pacific Ocean
714,North Pacific Ocean
715,North Pacific Ocean
716,North Pacific Ocean
717,North Pacific Ocean
718,North Pacific Ocean
719,North Pacific Ocean
720,North Pacific Ocean
721,North Pacific Ocean
722,North Pacific Ocean
723,North Pacific Ocean
724,North Pacific Ocean
725,North Pacific Ocean
726,North Pacific Ocean
727,North Pacific Ocean
728,North Pacific Ocean
729,North Pacific Ocean
730,North Pacific Ocean
731,North Pacific Ocean
732,North Pacific Ocean
733,North Pacific Ocean
734,North Pacific Ocean
735,North Pacific Ocean
736,South Atlantic Ocean
737,North Pacific Ocean
738,North Pacific Ocean
739,North Pacific Ocean
740,South Atlantic Ocean
741,South Atlantic Ocean
742,North Pacific Ocean
743,South Atlantic Ocean
744,North Pacific Ocean
745,North Pacific Ocean
746,North Pacific Ocean
747,North Pacific Ocean
748,North Pacific Ocean
749,North Pacific Ocean
750,North Pacific Ocean
751,North Pacific Ocean
752,North Pacific Ocean
753,North Pacific Ocean
754,North Pacific Ocean
755,North Pacific Ocean
756,North Pacific Ocean
757,North Pacific Ocean
758,North Pacific Ocean
759,North Pacific Ocean
760,North Pacific Ocean
761,North Pacific Ocean
762,North Pacific Ocean
763,North Pacific Ocean
764,North Pacific Ocean
765,North Pacific Ocean
766,North Pacific Ocean
767,North Pacific Ocean
768,North Pacific Ocean
769,North Pacific Ocean
770,North Pacific Ocean
771,North Pacific Ocean
772,North Pacific Ocean
773,North Pacific Ocean
774,South Atlantic Ocean
775,North Pacific Ocean
776,North Pacific Ocean
777,North Pacific Ocean
778,North Pacific Ocean
779,North Pacific Ocean
780,North Pacific Ocean
781,South Atlantic Ocean
782,North Pacific Ocean
783,North Pacific Ocean
784,South Atlantic Ocean
785,North Pacific Ocean
786,North Pacific Ocean
787,North Pacific Ocean
788,North Pacific Ocean
789,North Pacific Ocean
790,North Pacific Ocean
791,South Atlantic Ocean
792,North Pacific Ocean
793,North Pacific Ocean
794,North Pacific Ocean
795,North Pacific Ocean
796,North Pacific Ocean
797,North Pacific Ocean
798,North Pacific Ocean
799,North Pacific Ocean
800,North Pacific Ocean
801,North Pacific Ocean
802,North Pacific Ocean
803,North Pacific Ocean
804,North Pacific Ocean
805,North Pacific Ocean
806,North Pacific Ocean
807,North Pacific Ocean
808,North Pacific Ocean
809,North Pacific Ocean
810,North Pacific Ocean
811,North Pacific Ocean
812,North Pacific Ocean
813,North Pacific Ocean
814,North Pacific Ocean
815,North Pacific Ocean
816,North Pacific Ocean
817,North Pacific Ocean
818,South Atlantic Ocean
819,North Pacific Ocean
820,North Pacific Ocean
821,North Pacific Ocean
822,North Pacific Ocean
823,North Pacific Ocean
824,North Pacific Ocean
825,North Pacific Ocean
826,North Pacific Ocean
827,North Pacific Ocean
828,North Pacific Ocean
829,North Pacific Ocean
830,North Pacific Ocean
831,North Pacific Ocean
832,North Pacific Ocean
833,North Pacific Ocean
834,North Pacific Ocean
835,FALSE
836,FALSE
837,FALSE
838,FALSE
839,South Atlantic Ocean
840,FALSE
841,FALSE
842,FALSE
843,South Atlantic Ocean
844,FALSE
845,FALSE
846,South Atlantic Ocean
847,FALSE
848,North Pacific Ocean
849,North Pacific Ocean
850,North Pacific Ocean
851,North Pacific Ocean
852,North Pacific Ocean
853,North Pacific Ocean
854,North Pacific Ocean
855,North Pacific Ocean
856,North Pacific Ocean
857,North Pacific Ocean
858,North Pacific Ocean
859,South Atlantic Ocean
860,North Pacific Ocean
861,South Atlantic Ocean
862,North Pacific Ocean
863,North Pacific Ocean
864,North Pacific Ocean
865,FALSE
866,FALSE
867,North Pacific Ocean
868,FALSE
869,FALSE
870,South Atlantic Ocean
871,South Atlantic Ocean
872,South Atlantic Ocean
873,FALSE
874,North Pacific Ocean
875,South Atlantic Ocean
876,South Atlantic Ocean
877,North Pacific Ocean
878,North Pacific Ocean
879,North Pacific Ocean
880,North Pacific Ocean
881,North Pacific Ocean
882,North Pacific Ocean
883,North Pacific Ocean
884,North Pacific Ocean
885,North Pacific Ocean
886,North Pacific Ocean
887,North Pacific Ocean
888,North Pacific Ocean
889,South Atlantic Ocean
890,North Pacific Ocean
891,North Pacific Ocean
892,North Pacific Ocean
893,South Atlantic Ocean
894,South Atlantic Ocean
895,South Atlantic Ocean
896,FALSE
897,FALSE
898,FALSE
899,South Atlantic Ocean
900,South Atlantic Ocean
901,South Atlantic Ocean
902,South Atlantic Ocean
903,FALSE
904,South Atlantic Ocean
905,South Atlantic Ocean
906,South Atlantic Ocean
907,South Atlantic Ocean
908,FALSE
909,FALSE
910,FALSE
911,South Atlantic Ocean
912,FALSE
913,FALSE
914,South Atlantic Ocean
915,South Atlantic Ocean
916,FALSE
917,South Atlantic Ocean
918,FALSE
919,South Atlantic Ocean
920,North Pacific Ocean
921,North Pacific Ocean
922,North Pacific Ocean
923,South Atlantic Ocean
924,FALSE
925,South Atlantic Ocean
926,South Atlantic Ocean
927,South Atlantic Ocean
928,South Atlantic Ocean
929,South Atlantic Ocean
930,South Atlantic Ocean
931,South Atlantic Ocean
932,South Atlantic Ocean
933,FALSE
934,South Atlantic Ocean
935,FALSE
936,South Atlantic Ocean
937,South Atlantic Ocean
938,FALSE
939,FALSE
940,South Atlantic Ocean
941,FALSE
942,FALSE
943,FALSE
944,North Pacific Ocean
945,South Atlantic Ocean
946,North Pacific Ocean
947,North Pacific Ocean
948,North Pacific Ocean
949,South Atlantic Ocean
950,South Atlantic Ocean
951,South Atlantic Ocean
952,FALSE
953,North Pacific Ocean
954,South Atlantic Ocean
955,South Atlantic Ocean
956,Indian Ocean
957,South Atlantic Ocean
958,North Pacific Ocean
959,South Atlantic Ocean
960,FALSE
961,North Pacific Ocean
962,North Pacific Ocean
963,South Atlantic Ocean
964,FALSE
965,North Pacific Ocean
966,North Pacific Ocean
967,North Pacific Ocean
968,North Pacific Ocean
969,South Atlantic Ocean
970,North Pacific Ocean
971,North Pacific Ocean
972,South Atlantic Ocean
973,FALSE
974,South Atlantic Ocean
975,North Pacific Ocean
976,South Atlantic Ocean
977,North Pacific Ocean
978,North Pacific Ocean
979,North Pacific Ocean
980,North Pacific Ocean
981,FALSE
982,North Pacific Ocean
983,North Pacific Ocean
984,FALSE
985,FALSE
986,South Atlantic Ocean
987,FALSE
988,FALSE
989,FALSE
990,North Pacific Ocean
991,North Pacific Ocean
992,North Pacific Ocean
993,North Pacific Ocean
994,North Pacific Ocean
995,North Pacific Ocean
996,North Pacific Ocean
997,South Atlantic Ocean
998,North Pacific Ocean
999,South Atlantic Ocean
1000,FALSE
1001,South Atlantic Ocean
1002,South Atlantic Ocean
1003,Arabian Sea
1004,Arabian Sea
1005,FALSE
1006,FALSE
1007,FALSE
1008,South Atlantic Ocean
1009,South Atlantic Ocean
1010,FALSE
1011,FALSE
1012,FALSE
1013,FALSE
1014,South Atlantic Ocean
1015,South Atlantic Ocean
1016,FALSE
1017,FALSE
1018,FALSE
1019,South Atlantic Ocean
1020,South Atlantic Ocean
1021,South Atlantic Ocean
1022,FALSE
1023,FALSE
1024,FALSE
1025,South Atlantic Ocean
1026,FALSE
1027,FALSE
1028,Arabian Sea
1029,FALSE
1030,South Atlantic Ocean
1031,South Atlantic Ocean
1032,FALSE
1033,South Atlantic Ocean
1034,FALSE
1035,FALSE
1036,North Pacific Ocean
1037,FALSE
1038,FALSE
1039,FALSE
1040,FALSE
1041,FALSE
1042,FALSE
1043,South Atlantic Ocean
1044,South Atlantic Ocean
1045,FALSE
1046,FALSE
1047,FALSE
1048,FALSE
1049,FALSE
1050,FALSE
1051,FALSE
1052,FALSE
1053,South Atlantic Ocean
1054,South Atlantic Ocean
1055,FALSE
1056,FALSE
1057,FALSE
1058,South Atlantic Ocean
1059,FALSE
1060,FALSE
1061,FALSE
1062,FALSE
1063,FALSE
1064,FALSE
1065,FALSE
1066,FALSE
1067,FALSE
1068,South Atlantic Ocean
1069,South Atlantic Ocean
1070,FALSE
1071,FALSE
1072,FALSE
1073,South Atlantic Ocean
1074,FALSE
1075,FALSE
1076,FALSE
1077,FALSE
1078,South Atlantic Ocean
1079,South Atlantic Ocean
1080,FALSE
1081,FALSE
1082,FALSE
1083,FALSE
1084,FALSE
1085,FALSE
1086,South Atlantic Ocean
1087,South Atlantic Ocean
1088,FALSE
1089,FALSE
1090,South Atlantic Ocean
1091,South Atlantic Ocean
1092,FALSE
1093,South Atlantic Ocean
1094,FALSE
1095,FALSE
1096,South Atlantic Ocean
1097,FALSE
1098,FALSE
1099,FALSE
1100,North Pacific Ocean
1101,North Pacific Ocean
1102,North Pacific Ocean
1103,South Atlantic Ocean
1104,FALSE
1105,FALSE
1106,South Atlantic Ocean
1107,South Atlantic Ocean
1108,South Atlantic Ocean
1109,South Atlantic Ocean
1110,FALSE
1111,FALSE
1112,South Atlantic Ocean
1113,FALSE
1114,FALSE
1115,North Pacific Ocean
1116,FALSE
1117,FALSE
1118,FALSE
1119,FALSE
1120,FALSE
1121,South Atlantic Ocean
1122,FALSE
1123,FALSE
1124,FALSE
1125,FALSE
1126,FALSE
1127,South Atlantic Ocean
1128,South Atlantic Ocean
1129,South Atlantic Ocean
1130,South Atlantic Ocean
1131,South Atlantic Ocean
1132,South Atlantic Ocean
1133,South Atlantic Ocean
1134,FALSE
1135,FALSE
1136,FALSE
1137,FALSE
1138,FALSE
1139,FALSE
1140,FALSE
1141,FALSE
1142,FALSE
1143,FALSE
1144,FALSE
1145,FALSE
1146,FALSE
1147,FALSE
1148,FALSE
1149,FALSE
1150,FALSE
1151,FALSE
1152,FALSE
1153,FALSE
1154,FALSE
1155,FALSE
1156,FALSE
1157,FALSE
1158,FALSE
1159,FALSE
1160,FALSE
1161,FALSE
1162,FALSE
1163,South Atlantic Ocean
1164,FALSE
1165,FALSE
1166,FALSE
1167,FALSE
1168,South Atlantic Ocean
1169,South Atlantic Ocean
1170,FALSE
1171,South Atlantic Ocean
1172,South Atlantic Ocean
1173,South Atlantic Ocean
1174,South Atlantic Ocean
1175,South Atlantic Ocean
1176,South Atlantic Ocean
1177,FALSE
1178,FALSE
1179,FALSE
1180,FALSE
1181,FALSE
1182,South Atlantic Ocean
1183,South Atlantic Ocean
1184,FALSE
1185,FALSE
1186,South Atlantic Ocean
1187,FALSE
1188,FALSE
1189,FALSE
1190,South Atlantic Ocean
1191,FALSE
1192,FALSE
1193,South Atlantic Ocean
1194,South Atlantic Ocean
1195,South Atlantic Ocean
1196,FALSE
1197,FALSE
1198,FALSE
1199,FALSE
1200,FALSE
1201,FALSE
1202,FALSE
1203,FALSE
1204,FALSE
1205,FALSE
1206,FALSE
1207,FALSE
1208,South Atlantic Ocean
1209,North Pacific Ocean
1210,FALSE
1211,South Atlantic Ocean
1212,South Atlantic Ocean
1213,FALSE
1214,South Atlantic Ocean
1215,FALSE
1216,FALSE
1217,South Atlantic Ocean
1218,North Pacific Ocean
1219,South Atlantic Ocean
1220,North Pacific Ocean
1221,South Atlantic Ocean
1222,North Pacific Ocean
1223,North Pacific Ocean
1224,South Atlantic Ocean
1225,North Pacific Ocean
1226,North Pacific Ocean
1227,North Pacific Ocean
1228,North Pacific Ocean
1229,North Pacific Ocean
1230,North Pacific Ocean
1231,South Atlantic Ocean
1232,South Atlantic Ocean
1233,North Pacific Ocean
1234,North Pacific Ocean
1235,North Pacific Ocean
1236,FALSE
1237,FALSE
1238,South Atlantic Ocean
1239,North Pacific Ocean
1240,North Pacific Ocean
1241,North Pacific Ocean
1242,North Pacific Ocean
1243,North Pacific Ocean
1244,North Pacific Ocean
1245,North Pacific Ocean
1246,North Pacific Ocean
1247,North Pacific Ocean
1248,North Pacific Ocean
1249,North Pacific Ocean
1250,North Pacific Ocean
1251,North Pacific Ocean
1252,FALSE
1253,Arabian Sea
1254,FALSE
1255,North Pacific Ocean
1256,Indian Ocean
1257,FALSE
1258,South Atlantic Ocean
1259,South Atlantic Ocean
1260,FALSE
1261,FALSE
1262,FALSE
1263,South Atlantic Ocean
1264,South Atlantic Ocean
1265,South Atlantic Ocean
1266,South Atlantic Ocean
1267,North Pacific Ocean
1268,North Pacific Ocean
1269,North Pacific Ocean
1270,North Pacific Ocean
1271,South Atlantic Ocean
1272,FALSE
1273,FALSE
1274,FALSE
1275,FALSE
1276,FALSE
1277,Arabian Sea
1278,South Atlantic Ocean
1279,FALSE
1280,FALSE
1281,North Pacific Ocean
1282,North Pacific Ocean
1283,North Pacific Ocean
