,ocean
204,atlantic
205,FALSE
206,pacific
207,pacific
208,pacific
209,FALSE
210,FALSE
211,atlantic
212,atlantic
213,pacific
214,FALSE
215,FALSE
216,atlantic
217,FALSE
218,atlantic
219,atlantic
220,atlantic
221,pacific
222,atlantic
223,atlantic
224,atlantic
225,FALSE
226,atlantic
227,atlantic
228,atlantic
229,atlantic
230,atlantic
231,atlantic
232,atlantic
233,FALSE
234,atlantic
235,FALSE
236,atlantic
237,atlantic
238,atlantic
239,atlantic
240,atlantic
241,FALSE
242,atlantic
243,FALSE
244,FALSE
245,pacific
246,pacific
247,pacific
248,pacific
249,atlantic
250,atlantic
251,FALSE
252,FALSE
253,atlantic
254,atlantic
255,atlantic
256,pacific
257,atlantic
258,pacific
259,pacific
260,pacific
261,atlantic
262,atlantic
263,atlantic
264,pacific
265,FALSE
266,FALSE
267,FALSE
268,atlantic
269,atlantic
270,atlantic
271,FALSE
272,atlantic
273,pacific
274,pacific
275,FALSE
276,atlantic
277,pacific
278,pacific
279,pacific
280,atlantic
281,FALSE
282,FALSE
283,atlantic
284,atlantic
285,atlantic
286,atlantic
287,atlantic
288,atlantic
289,atlantic
290,indian
291,FALSE
292,atlantic
293,pacific
294,pacific
295,pacific
296,pacific
297,atlantic
298,pacific
299,pacific
300,atlantic
301,atlantic
302,atlantic
303,FALSE
304,atlantic
305,atlantic
306,atlantic
307,FALSE
308,FALSE
309,atlantic
310,atlantic
311,atlantic
312,FALSE
313,FALSE
314,FALSE
315,FALSE
316,atlantic
317,atlantic
318,FALSE
319,FALSE
320,atlantic
321,atlantic
322,FALSE
323,atlantic
324,FALSE
325,FALSE
326,FALSE
327,FALSE
328,FALSE
329,FALSE
330,FALSE
331,pacific
332,FALSE
333,FALSE
334,atlantic
335,atlantic
336,FALSE
337,atlantic
338,FALSE
339,atlantic
340,atlantic
341,atlantic
342,FALSE
343,FALSE
344,FALSE
345,FALSE
346,FALSE
347,atlantic
348,atlantic
349,FALSE
350,FALSE
351,atlantic
352,FALSE
353,FALSE
354,FALSE
355,FALSE
356,atlantic
357,FALSE
358,FALSE
359,FALSE
360,FALSE
361,FALSE
362,atlantic
363,FALSE
364,atlantic
365,FALSE
366,FALSE
367,FALSE
368,FALSE
369,FALSE
370,FALSE
371,FALSE
372,FALSE
373,atlantic
374,pacific
375,FALSE
376,FALSE
377,FALSE
378,FALSE
379,FALSE
380,FALSE
381,FALSE
382,FALSE
383,FALSE
384,FALSE
385,FALSE
386,atlantic
387,FALSE
388,atlantic
389,FALSE
390,FALSE
391,FALSE
392,atlantic
393,FALSE
394,atlantic
395,FALSE
396,FALSE
397,FALSE
398,FALSE
399,FALSE
400,FALSE
401,FALSE
402,atlantic
403,FALSE
404,FALSE
405,FALSE
406,FALSE
407,FALSE
408,FALSE
409,FALSE
410,FALSE
411,FALSE
412,FALSE
413,FALSE
414,FALSE
415,FALSE
416,FALSE
417,FALSE
418,FALSE
419,FALSE
420,FALSE
421,FALSE
422,FALSE
423,FALSE
424,FALSE
425,FALSE
426,FALSE
427,FALSE
428,FALSE
429,FALSE
430,FALSE
431,FALSE
432,FALSE
433,FALSE
434,FALSE
435,FALSE
436,FALSE
437,FALSE
438,FALSE
439,FALSE
440,FALSE
441,FALSE
442,FALSE
443,FALSE
444,FALSE
445,FALSE
446,atlantic
447,atlantic
448,atlantic
449,atlantic
450,atlantic
451,FALSE
452,pacific
453,atlantic
454,FALSE
455,atlantic
456,atlantic
457,atlantic
458,atlantic
459,FALSE
460,atlantic
461,FALSE
462,FALSE
463,FALSE
464,FALSE
465,FALSE
466,FALSE
467,FALSE
468,FALSE
469,FALSE
470,atlantic
471,atlantic
472,FALSE
473,atlantic
474,FALSE
475,FALSE
476,pacific
477,FALSE
478,FALSE
479,FALSE
480,FALSE
481,FALSE
482,FALSE
483,FALSE
484,FALSE
485,FALSE
486,atlantic
487,atlantic
488,FALSE
489,FALSE
490,FALSE
491,atlantic
492,FALSE
493,FALSE
494,FALSE
495,FALSE
496,atlantic
497,FALSE
498,atlantic
499,atlantic
500,FALSE
501,atlantic
502,atlantic
503,atlantic
504,atlantic
505,atlantic
506,atlantic
507,FALSE
508,FALSE
509,atlantic
510,FALSE
511,FALSE
512,atlantic
513,atlantic
514,atlantic
515,pacific
516,pacific
517,atlantic
518,pacific
519,pacific
520,pacific
521,pacific
522,pacific
523,atlantic
524,pacific
525,atlantic
526,pacific
527,pacific
528,FALSE
529,FALSE
530,pacific
531,atlantic
532,pacific
533,pacific
534,pacific
535,pacific
536,pacific
537,FALSE
538,FALSE
539,atlantic
540,pacific
541,pacific
542,atlantic
543,atlantic
544,atlantic
545,atlantic
546,pacific
547,pacific
548,pacific
549,pacific
550,pacific
551,pacific
552,pacific
553,FALSE
554,FALSE
555,atlantic
556,atlantic
557,atlantic
558,pacific
559,pacific
560,atlantic
561,FALSE
562,pacific
563,pacific
564,pacific
565,pacific
566,pacific
567,pacific
568,pacific
569,pacific
570,pacific
571,atlantic
572,pacific
573,pacific
574,pacific
575,pacific
576,pacific
577,pacific
578,pacific
579,pacific
580,atlantic
581,pacific
582,atlantic
583,pacific
584,pacific
585,pacific
586,pacific
587,pacific
588,pacific
589,pacific
590,pacific
591,pacific
592,pacific
593,pacific
594,pacific
595,pacific
596,pacific
597,pacific
598,pacific
599,pacific
600,pacific
601,pacific
602,pacific
603,atlantic
604,atlantic
605,pacific
606,pacific
607,pacific
608,pacific
609,atlantic
610,pacific
611,pacific
612,pacific
613,pacific
614,pacific
615,pacific
616,pacific
617,pacific
618,pacific
619,pacific
620,pacific
621,pacific
622,atlantic
623,pacific
624,pacific
625,pacific
626,pacific
627,pacific
628,pacific
629,pacific
630,pacific
631,pacific
632,pacific
633,pacific
634,pacific
635,pacific
636,indian
637,pacific
638,pacific
639,atlantic
640,pacific
641,pacific
642,pacific
643,pacific
644,pacific
645,pacific
646,pacific
647,pacific
648,pacific
649,pacific
650,pacific
651,pacific
652,pacific
653,pacific
654,pacific
655,pacific
656,pacific
657,pacific
658,pacific
659,pacific
660,pacific
661,pacific
662,pacific
663,pacific
664,pacific
665,pacific
666,pacific
667,pacific
668,pacific
669,pacific
670,atlantic
671,pacific
672,pacific
673,pacific
674,pacific
675,atlantic
676,pacific
677,pacific
678,pacific
679,pacific
680,pacific
681,pacific
682,pacific
683,pacific
684,pacific
685,pacific
686,pacific
687,pacific
688,pacific
689,pacific
690,pacific
691,pacific
692,pacific
693,pacific
694,pacific
695,pacific
696,pacific
697,pacific
698,pacific
699,pacific
700,pacific
701,pacific
702,pacific
703,pacific
704,pacific
705,atlantic
706,pacific
707,pacific
708,pacific
709,indian
710,pacific
711,atlantic
712,pacific
713,pacific
714,pacific
715,pacific
716,pacific
717,pacific
718,pacific
719,pacific
720,pacific
721,pacific
722,pacific
723,pacific
724,pacific
725,pacific
726,pacific
727,pacific
728,pacific
729,pacific
730,pacific
731,pacific
732,pacific
733,pacific
734,pacific
735,pacific
736,atlantic
737,pacific
738,pacific
739,pacific
740,atlantic
741,atlantic
742,pacific
743,atlantic
744,pacific
745,pacific
746,pacific
747,pacific
748,pacific
749,pacific
750,pacific
751,pacific
752,pacific
753,pacific
754,pacific
755,pacific
756,pacific
757,pacific
758,pacific
759,pacific
760,pacific
761,pacific
762,pacific
763,pacific
764,pacific
765,pacific
766,pacific
767,pacific
768,pacific
769,pacific
770,pacific
771,pacific
772,pacific
773,pacific
774,atlantic
775,pacific
776,pacific
777,pacific
778,pacific
779,pacific
780,pacific
781,atlantic
782,pacific
783,pacific
784,atlantic
785,pacific
786,pacific
787,pacific
788,pacific
789,pacific
790,pacific
791,atlantic
792,pacific
793,pacific
794,pacific
795,pacific
796,pacific
797,pacific
798,pacific
799,pacific
800,pacific
801,pacific
802,pacific
803,pacific
804,pacific
805,pacific
806,pacific
807,pacific
808,pacific
809,pacific
810,pacific
811,pacific
812,pacific
813,pacific
814,pacific
815,pacific
816,pacific
817,pacific
818,atlantic
819,pacific
820,pacific
821,pacific
822,pacific
823,pacific
824,pacific
825,pacific
826,pacific
827,pacific
828,pacific
829,pacific
830,pacific
831,pacific
832,pacific
833,pacific
834,pacific
835,FALSE
836,FALSE
837,FALSE
838,FALSE
839,atlantic
840,FALSE
841,FALSE
842,FALSE
843,atlantic
844,FALSE
845,FALSE
846,atlantic
847,FALSE
848,pacific
849,pacific
850,pacific
851,pacific
852,pacific
853,pacific
854,pacific
855,pacific
856,pacific
857,pacific
858,pacific
859,atlantic
860,pacific
861,atlantic
862,pacific
863,pacific
864,pacific
865,FALSE
866,FALSE
867,pacific
868,FALSE
869,FALSE
870,atlantic
871,atlantic
872,atlantic
873,FALSE
874,pacific
875,atlantic
876,atlantic
877,pacific
878,pacific
879,pacific
880,pacific
881,pacific
882,pacific
883,pacific
884,pacific
885,pacific
886,pacific
887,pacific
888,pacific
889,atlantic
890,pacific
891,pacific
892,pacific
893,atlantic
894,atlantic
895,atlantic
896,FALSE
897,FALSE
898,FALSE
899,atlantic
900,atlantic
901,atlantic
902,atlantic
903,FALSE
904,atlantic
905,atlantic
906,atlantic
907,atlantic
908,FALSE
909,FALSE
910,FALSE
911,atlantic
912,FALSE
913,FALSE
914,atlantic
915,atlantic
916,FALSE
917,atlantic
918,FALSE
919,atlantic
920,pacific
921,pacific
922,pacific
923,atlantic
924,FALSE
925,atlantic
926,atlantic
927,atlantic
928,atlantic
929,atlantic
930,atlantic
931,atlantic
932,atlantic
933,FALSE
934,atlantic
935,FALSE
936,atlantic
937,atlantic
938,FALSE
939,FALSE
940,atlantic
941,FALSE
942,FALSE
943,FALSE
944,pacific
945,atlantic
946,pacific
947,pacific
948,pacific
949,atlantic
950,atlantic
951,atlantic
952,FALSE
953,pacific
954,atlantic
955,atlantic
956,indian
957,atlantic
958,pacific
959,atlantic
960,FALSE
961,pacific
962,pacific
963,atlantic
964,FALSE
965,pacific
966,pacific
967,pacific
968,pacific
969,atlantic
970,pacific
971,pacific
972,atlantic
973,FALSE
974,atlantic
975,pacific
976,atlantic
977,pacific
978,pacific
979,pacific
980,pacific
981,FALSE
982,pacific
983,pacific
984,FALSE
985,FALSE
986,atlantic
987,FALSE
988,FALSE
989,FALSE
990,pacific
991,pacific
992,pacific
993,pacific
994,pacific
995,pacific
996,pacific
997,atlantic
998,pacific
999,atlantic
1000,FALSE
1001,atlantic
1002,atlantic
1003,indian
1004,indian
1005,FALSE
1006,FALSE
1007,FALSE
1008,atlantic
1009,atlantic
1010,FALSE
1011,FALSE
1012,FALSE
1013,FALSE
1014,atlantic
1015,atlantic
1016,FALSE
1017,FALSE
1018,FALSE
1019,atlantic
1020,atlantic
1021,atlantic
1022,FALSE
1023,FALSE
1024,FALSE
1025,atlantic
1026,FALSE
1027,FALSE
1028,indian
1029,FALSE
1030,atlantic
1031,atlantic
1032,FALSE
1033,atlantic
1034,FALSE
1035,FALSE
1036,pacific
1037,FALSE
1038,FALSE
1039,FALSE
1040,FALSE
1041,FALSE
1042,FALSE
1043,atlantic
1044,atlantic
1045,FALSE
1046,FALSE
1047,FALSE
1048,FALSE
1049,FALSE
1050,FALSE
1051,FALSE
1052,FALSE
1053,atlantic
1054,atlantic
1055,FALSE
1056,FALSE
1057,FALSE
1058,atlantic
1059,FALSE
1060,FALSE
1061,FALSE
1062,FALSE
1063,FALSE
1064,FALSE
1065,FALSE
1066,FALSE
1067,FALSE
1068,atlantic
1069,atlantic
1070,FALSE
1071,FALSE
1072,FALSE
1073,atlantic
1074,FALSE
1075,FALSE
1076,FALSE
1077,FALSE
1078,atlantic
1079,atlantic
1080,FALSE
1081,FALSE
1082,FALSE
1083,FALSE
1084,FALSE
1085,FALSE
1086,atlantic
1087,atlantic
1088,FALSE
1089,FALSE
1090,atlantic
1091,atlantic
1092,FALSE
1093,atlantic
1094,FALSE
1095,FALSE
1096,atlantic
1097,FALSE
1098,FALSE
1099,FALSE
1100,pacific
1101,pacific
1102,pacific
1103,atlantic
1104,FALSE
1105,FALSE
1106,atlantic
1107,atlantic
1108,atlantic
1109,atlantic
1110,FALSE
1111,FALSE
1112,atlantic
1113,FALSE
1114,FALSE
1115,pacific
1116,FALSE
1117,FALSE
1118,FALSE
1119,FALSE
1120,FALSE
1121,atlantic
1122,FALSE
1123,FALSE
1124,FALSE
1125,FALSE
1126,FALSE
1127,atlantic
1128,atlantic
1129,atlantic
1130,atlantic
1131,atlantic
1132,atlantic
1133,atlantic
1134,FALSE
1135,FALSE
1136,FALSE
1137,FALSE
1138,FALSE
1139,FALSE
1140,FALSE
1141,FALSE
1142,FALSE
1143,FALSE
1144,FALSE
1145,FALSE
1146,FALSE
1147,FALSE
1148,FALSE
1149,FALSE
1150,FALSE
1151,FALSE
1152,FALSE
1153,FALSE
1154,FALSE
1155,FALSE
1156,FALSE
1157,FALSE
1158,FALSE
1159,FALSE
1160,FALSE
1161,FALSE
1162,FALSE
1163,atlantic
1164,FALSE
1165,FALSE
1166,FALSE
1167,FALSE
1168,atlantic
1169,atlantic
1170,FALSE
1171,atlantic
1172,atlantic
1173,atlantic
1174,atlantic
1175,atlantic
1176,atlantic
1177,FALSE
1178,FALSE
1179,FALSE
1180,FALSE
1181,FALSE
1182,atlantic
1183,atlantic
1184,FALSE
1185,FALSE
1186,atlantic
1187,FALSE
1188,FALSE
1189,FALSE
1190,atlantic
1191,FALSE
1192,FALSE
1193,atlantic
1194,atlantic
1195,atlantic
1196,FALSE
1197,FALSE
1198,FALSE
1199,FALSE
1200,FALSE
1201,FALSE
1202,FALSE
1203,FALSE
1204,FALSE
1205,FALSE
1206,FALSE
1207,FALSE
1208,atlantic
1209,pacific
1210,FALSE
1211,atlantic
1212,atlantic
1213,FALSE
1214,atlantic
1215,FALSE
1216,FALSE
1217,atlantic
1218,pacific
1219,atlantic
1220,pacific
1221,atlantic
1222,pacific
1223,pacific
1224,atlantic
1225,pacific
1226,pacific
1227,pacific
1228,pacific
1229,pacific
1230,pacific
1231,atlantic
1232,atlantic
1233,pacific
1234,pacific
1235,pacific
1236,FALSE
1237,FALSE
1238,atlantic
1239,pacific
1240,pacific
1241,pacific
1242,pacific
1243,pacific
1244,pacific
1245,pacific
1246,pacific
1247,pacific
1248,pacific
1249,pacific
1250,pacific
1251,pacific
1252,FALSE
1253,indian
1254,FALSE
1255,pacific
1256,indian
1257,FALSE
1258,atlantic
1259,atlantic
1260,FALSE
1261,FALSE
1262,FALSE
1263,atlantic
1264,atlantic
1265,atlantic
1266,atlantic
1267,pacific
1268,pacific
1269,pacific
1270,pacific
1271,atlantic
1272,FALSE
1273,FALSE
1274,FALSE
1275,FALSE
1276,FALSE
1277,indian
1278,atlantic
1279,FALSE
1280,FALSE
1281,pacific
1282,pacific
1283,pacific
1284,FALSE
1285,FALSE
1286,FALSE
1287,FALSE
1288,atlantic
1289,atlantic
1290,atlantic
1291,pacific
1292,pacific
1293,FALSE
1294,pacific
1295,pacific
1296,pacific
1297,FALSE
1298,atlantic
1299,pacific
1300,pacific
1301,pacific
1302,pacific
1303,pacific
1304,pacific
1305,pacific
1306,atlantic
1307,pacific
1308,pacific
1309,pacific
1310,pacific
1311,pacific
1312,pacific
1313,pacific
1314,pacific
1315,pacific
1316,pacific
1317,pacific
1318,pacific
1319,pacific
1320,pacific
1321,pacific
1322,pacific
1323,pacific
1324,pacific
1325,pacific
1326,pacific
1327,pacific
1328,pacific
1329,pacific
1330,pacific
1331,pacific
1332,pacific
1333,pacific
1334,pacific
1335,pacific
1336,pacific
1337,pacific
1338,pacific
1339,pacific
1340,pacific
1341,pacific
1342,pacific
1343,pacific
1344,pacific
1345,pacific
1346,pacific
1347,atlantic
1348,pacific
1349,pacific
1350,pacific
1351,pacific
1352,pacific
1353,pacific
1354,pacific
1355,pacific
1356,pacific
1357,pacific
1358,pacific
1359,atlantic
1360,atlantic
1361,pacific
1362,pacific
1363,atlantic
1364,pacific
1365,pacific
1366,pacific
1367,pacific
1368,pacific
1369,pacific
1370,pacific
1371,pacific
1372,pacific
1373,pacific
1374,pacific
1375,pacific
1376,pacific
1377,pacific
1378,pacific
1379,pacific
1380,pacific
1381,pacific
1382,pacific
1383,pacific
1384,pacific
1385,pacific
1386,pacific
1387,pacific
1388,pacific
1389,pacific
1390,pacific
1391,pacific
1392,pacific
1393,atlantic
1394,pacific
1395,pacific
1396,pacific
1397,pacific
1398,atlantic
1399,pacific
1400,pacific
1401,pacific
1402,pacific
1403,pacific
1404,pacific
1405,pacific
1406,pacific
1407,pacific
1408,pacific
1409,pacific
1410,pacific
1411,pacific
1412,pacific
1413,pacific
1414,pacific
1415,atlantic
1416,atlantic
1417,pacific
1418,pacific
1419,pacific
1420,pacific
1421,pacific
1422,pacific
1423,pacific
1424,indian
1425,pacific
1426,pacific
1427,atlantic
1428,pacific
1429,pacific
1430,pacific
1431,pacific
1432,pacific
1433,pacific
1434,pacific
1435,atlantic
1436,pacific
1437,pacific
1438,atlantic
1439,atlantic
1440,pacific
1441,pacific
1442,atlantic
1443,pacific
1444,pacific
1445,pacific
1446,pacific
1447,pacific
1448,pacific
1449,pacific
1450,atlantic
1451,pacific
1452,pacific
1453,pacific
1454,indian
1455,pacific
1456,pacific
1457,pacific
1458,pacific
1459,pacific
1460,pacific
1461,pacific
1462,pacific
1463,pacific
1464,atlantic
1465,atlantic
1466,pacific
1467,pacific
1468,pacific
1469,pacific
1470,pacific
1471,pacific
1472,pacific
1473,pacific
1474,pacific
1475,pacific
1476,pacific
1477,pacific
1478,pacific
1479,pacific
1480,pacific
1481,pacific
1482,pacific
1483,pacific
1484,pacific
1485,pacific
1486,pacific
1487,pacific
1488,pacific
1489,pacific
1490,pacific
1491,pacific
1492,pacific
1493,pacific
1494,pacific
1495,pacific
1496,pacific
1497,pacific
1498,pacific
1499,pacific
1500,pacific
1501,pacific
1502,pacific
1503,pacific
1504,pacific
1505,pacific
1506,pacific
1507,pacific
1508,pacific
1509,indian
1510,pacific
1511,pacific
1512,pacific
1513,pacific
1514,pacific
1515,atlantic
1516,pacific
1517,pacific
1518,pacific
1519,pacific
1520,pacific
1521,pacific
1522,pacific
1523,pacific
1524,pacific
1525,pacific
1526,pacific
1527,pacific
1528,atlantic
1529,FALSE
1530,FALSE
1531,FALSE
1532,FALSE
1533,FALSE
1534,FALSE
1535,FALSE
1536,FALSE
1537,pacific
1538,pacific
1539,indian
1540,pacific
1541,indian
1542,pacific
1543,pacific
1544,pacific
1545,pacific
1546,pacific
1547,pacific
1548,pacific
1549,pacific
1550,pacific
1551,pacific
1552,pacific
1553,pacific
1554,FALSE
1555,atlantic
1556,atlantic
1557,atlantic
1558,FALSE
1559,pacific
1560,atlantic
1561,FALSE
1562,pacific
1563,pacific
1564,pacific
1565,pacific
1566,pacific
1567,pacific
1568,pacific
1569,pacific
1570,pacific
1571,pacific
1572,atlantic
1573,pacific
1574,pacific
1575,pacific
1576,atlantic
1577,atlantic
1578,FALSE
1579,FALSE
1580,FALSE
1581,atlantic
1582,FALSE
1583,atlantic
1584,pacific
1585,atlantic
1586,atlantic
1587,FALSE
1588,atlantic
1589,atlantic
1590,atlantic
1591,atlantic
1592,atlantic
1593,pacific
1594,pacific
1595,pacific
1596,atlantic
1597,pacific
1598,pacific
1599,FALSE
1600,FALSE
1601,atlantic
1602,atlantic
1603,atlantic
1604,FALSE
1605,atlantic
1606,FALSE
1607,FALSE
1608,pacific
1609,pacific
1610,FALSE
1611,atlantic
1612,FALSE
1613,atlantic
1614,FALSE
1615,atlantic
1616,atlantic
1617,atlantic
1618,atlantic
1619,FALSE
1620,FALSE
1621,FALSE
1622,atlantic
1623,atlantic
1624,FALSE
1625,pacific
1626,pacific
1627,pacific
1628,pacific
1629,FALSE
1630,pacific
1631,pacific
1632,atlantic
1633,pacific
1634,pacific
1635,pacific
1636,pacific
1637,atlantic
1638,atlantic
1639,atlantic
1640,pacific
1641,atlantic
1642,atlantic
1643,FALSE
1644,atlantic
1645,pacific
1646,pacific
1647,atlantic
1648,atlantic
1649,FALSE
1650,FALSE
1651,FALSE
1652,pacific
1653,pacific
1654,atlantic
1655,pacific
1656,pacific
1657,pacific
1658,atlantic
1659,atlantic
1660,pacific
1661,atlantic
1662,atlantic
1663,atlantic
1664,pacific
1665,pacific
1666,pacific
1667,pacific
1668,atlantic
1669,atlantic
1670,atlantic
1671,atlantic
1672,atlantic
1673,pacific
1674,atlantic
1675,FALSE
1676,FALSE
1677,atlantic
1678,atlantic
1679,FALSE
1680,pacific
1681,pacific
1682,pacific
1683,pacific
1684,atlantic
1685,pacific
1686,pacific
1687,pacific
1688,pacific
1689,pacific
1690,pacific
1691,pacific
1692,pacific
1693,pacific
1694,atlantic
1695,atlantic
1696,atlantic
1697,indian
1698,indian
1699,atlantic
1700,FALSE
1701,atlantic
1702,FALSE
1703,atlantic
1704,atlantic
1705,atlantic
1706,FALSE
1707,FALSE
1708,FALSE
1709,FALSE
1710,FALSE
1711,FALSE
1712,FALSE
1713,FALSE
1714,FALSE
1715,atlantic
1716,FALSE
1717,atlantic
1718,FALSE
1719,FALSE
1720,FALSE
1721,FALSE
1722,FALSE
1723,FALSE
1724,FALSE
1725,FALSE
1726,FALSE
1727,atlantic
1728,FALSE
1729,FALSE
1730,atlantic
1731,atlantic
1732,atlantic
1733,atlantic
1734,atlantic
1735,FALSE
1736,FALSE
1737,FALSE
1738,atlantic
1739,atlantic
1740,FALSE
1741,atlantic
1742,FALSE
1743,FALSE
1744,FALSE
1745,atlantic
1746,FALSE
1747,FALSE
1748,FALSE
1749,FALSE
1750,atlantic
1751,atlantic
1752,FALSE
1753,FALSE
1754,FALSE
1755,FALSE
1756,FALSE
1757,FALSE
1758,FALSE
1759,FALSE
1760,FALSE
1761,FALSE
1762,atlantic
1763,FALSE
1764,atlantic
1765,FALSE
1766,FALSE
1767,FALSE
1768,atlantic
1769,FALSE
1770,FALSE
1771,FALSE
1772,pacific
1773,atlantic
1774,FALSE
1775,FALSE
1776,atlantic
1777,FALSE
1778,atlantic
1779,FALSE
1780,pacific
1781,pacific
1782,FALSE
1783,FALSE
1784,atlantic
1785,FALSE
1786,FALSE
1787,FALSE
1788,FALSE
1789,FALSE
1790,FALSE
1791,FALSE
1792,atlantic
1793,FALSE
1794,atlantic
1795,FALSE
1796,atlantic
1797,atlantic
1798,FALSE
1799,FALSE
1800,FALSE
1801,FALSE
1802,FALSE
1803,FALSE
1804,FALSE
1805,FALSE
1806,FALSE
1807,atlantic
1808,atlantic
1809,FALSE
1810,FALSE
1811,FALSE
1812,FALSE
1813,atlantic
1814,FALSE
1815,FALSE
1816,FALSE
1817,FALSE
1818,FALSE
1819,FALSE
1820,FALSE
1821,FALSE
1822,FALSE
1823,FALSE
1824,FALSE
1825,FALSE
1826,FALSE
1827,FALSE
1828,FALSE
1829,FALSE
1830,FALSE
1831,FALSE
1832,FALSE
1833,atlantic
1834,FALSE
1835,FALSE
1836,FALSE
1837,FALSE
1838,FALSE
1839,FALSE
1840,FALSE
1841,FALSE
1842,atlantic
1843,pacific
1844,pacific
1845,FALSE
1846,atlantic
1847,atlantic
1848,atlantic
1849,atlantic
1850,FALSE
1851,atlantic
1852,FALSE
1853,FALSE
1854,FALSE
1855,atlantic
1856,FALSE
1857,atlantic
1858,atlantic
1859,atlantic
1860,atlantic
1861,atlantic
1862,atlantic
1863,atlantic
1864,atlantic
1865,FALSE
1866,FALSE
1867,FALSE
1868,FALSE
1869,atlantic
1870,FALSE
1871,FALSE
1872,FALSE
1873,FALSE
1874,FALSE
1875,FALSE
1876,FALSE
1877,FALSE
1878,atlantic
1879,FALSE
1880,FALSE
1881,atlantic
1882,FALSE
1883,FALSE
1884,FALSE
1885,atlantic
1886,FALSE
1887,FALSE
1888,FALSE
1889,FALSE
1890,FALSE
1891,FALSE
1892,FALSE
1893,atlantic
1894,atlantic
1895,FALSE
1896,FALSE
1897,atlantic
1898,atlantic
1899,atlantic
1900,FALSE
1901,atlantic
1902,atlantic
1903,atlantic
1904,FALSE
1905,atlantic
1906,atlantic
1907,pacific
1908,atlantic
1909,pacific
1910,pacific
1911,pacific
1912,pacific
1913,pacific
1914,pacific
1915,pacific
1916,pacific
1917,pacific
1918,pacific
1919,pacific
1920,pacific
1921,pacific
1922,pacific
1923,pacific
1924,pacific
1925,atlantic
1926,pacific
1927,pacific
1928,FALSE
1929,FALSE
1930,FALSE
1931,atlantic
1932,pacific
1933,pacific
1934,pacific
1935,pacific
1936,pacific
1937,pacific
1938,atlantic
1939,indian
1940,FALSE
1941,atlantic
1942,pacific
1943,pacific
1944,pacific
1945,indian
1946,FALSE
1947,pacific
1948,pacific
1949,atlantic
1950,FALSE
1951,FALSE
1952,FALSE
1953,pacific
1954,pacific
1955,pacific
1956,pacific
1957,FALSE
1958,pacific
1959,pacific
1960,FALSE
1961,atlantic
1962,FALSE
1963,atlantic
1964,atlantic
1965,FALSE
1966,FALSE
1967,FALSE
1968,FALSE
1969,atlantic
1970,pacific
1971,pacific
1972,pacific
1973,pacific
1974,pacific
1975,pacific
1976,pacific
1977,pacific
1978,atlantic
1979,pacific
1980,pacific
1981,pacific
1982,pacific
1983,pacific
1984,pacific
1985,pacific
1986,pacific
1987,pacific
1988,pacific
1989,pacific
1990,pacific
1991,pacific
