,ocean
683,atlantic
684,atlantic
685,atlantic
686,atlantic
687,atlantic
688,atlantic
689,atlantic
690,atlantic
691,atlantic
692,atlantic
693,atlantic
694,atlantic
695,atlantic
696,atlantic
697,atlantic
698,atlantic
699,atlantic
700,atlantic
701,atlantic
702,atlantic
703,atlantic
704,atlantic
705,atlantic
706,atlantic
707,atlantic
708,atlantic
709,atlantic
710,atlantic
711,atlantic
712,atlantic
713,atlantic
714,atlantic
715,atlantic
716,atlantic
717,atlantic
718,atlantic
719,atlantic
720,atlantic
721,atlantic
722,atlantic
723,atlantic
724,atlantic
725,atlantic
726,atlantic
727,atlantic
728,arctic
729,atlantic
730,atlantic
731,atlantic
732,atlantic
733,atlantic
734,atlantic
735,atlantic
736,atlantic
737,mediterranean
738,atlantic
739,atlantic
740,atlantic
741,atlantic
742,atlantic
743,atlantic
744,atlantic
745,atlantic
746,atlantic
747,arctic
748,arctic
749,atlantic
750,atlantic
751,atlantic
752,atlantic
753,atlantic
754,atlantic
755,arctic
756,pacific
757,pacific
758,atlantic
759,pacific
760,arctic
761,pacific
762,arctic
763,pacific
764,pacific
765,arctic
766,arctic
767,pacific
768,pacific
769,pacific
770,pacific
771,arctic
772,pacific
773,atlantic
774,atlantic
775,arctic
776,FALSE
777,FALSE
778,FALSE
779,atlantic
780,atlantic
781,atlantic
782,atlantic
783,arctic
784,arctic
785,arctic
786,FALSE
787,FALSE
788,FALSE
789,FALSE
790,FALSE
791,FALSE
792,FALSE
793,FALSE
794,pacific
795,FALSE
796,FALSE
797,atlantic
798,FALSE
799,FALSE
800,FALSE
801,atlantic
802,FALSE
803,FALSE
804,FALSE
805,atlantic
806,FALSE
807,FALSE
808,FALSE
809,FALSE
810,FALSE
811,FALSE
812,FALSE
813,FALSE
814,FALSE
815,FALSE
816,atlantic
817,atlantic
818,atlantic
819,atlantic
820,atlantic
821,atlantic
822,atlantic
823,atlantic
824,atlantic
825,atlantic
826,atlantic
827,atlantic
828,atlantic
829,atlantic
830,atlantic
831,atlantic
832,atlantic
833,atlantic
834,atlantic
835,atlantic
836,atlantic
837,atlantic
838,atlantic
839,atlantic
840,atlantic
841,atlantic
842,atlantic
843,atlantic
844,atlantic
845,atlantic
846,atlantic
847,atlantic
848,atlantic
849,atlantic
850,atlantic
851,atlantic
852,atlantic
853,atlantic
854,atlantic
855,atlantic
856,atlantic
857,atlantic
858,atlantic
859,atlantic
860,atlantic
861,atlantic
862,atlantic
863,atlantic
864,atlantic
865,atlantic
866,atlantic
867,atlantic
868,atlantic
869,atlantic
870,atlantic
871,atlantic
872,atlantic
873,atlantic
874,atlantic
875,atlantic
876,atlantic
877,atlantic
878,atlantic
879,atlantic
880,atlantic
881,atlantic
882,atlantic
883,atlantic
884,atlantic
885,atlantic
886,atlantic
887,atlantic
888,atlantic
889,atlantic
890,atlantic
891,atlantic
892,atlantic
893,atlantic
894,atlantic
895,atlantic
896,atlantic
897,atlantic
898,atlantic
899,pacific
900,atlantic
901,atlantic
902,atlantic
903,atlantic
904,atlantic
905,atlantic
906,atlantic
907,atlantic
908,atlantic
909,atlantic
910,atlantic
911,atlantic
912,atlantic
913,atlantic
914,atlantic
915,atlantic
916,atlantic
917,atlantic
918,atlantic
919,atlantic
920,atlantic
921,atlantic
922,atlantic
923,atlantic
924,atlantic
925,atlantic
926,atlantic
927,pacific
928,pacific
929,pacific
930,indian
931,pacific
932,pacific
933,pacific
934,pacific
935,FALSE
936,FALSE
937,pacific
938,FALSE
939,pacific
940,atlantic
941,atlantic
942,atlantic
943,indian
944,indian
945,atlantic
946,atlantic
947,atlantic
948,atlantic
949,indian
950,atlantic
951,atlantic
952,atlantic
953,atlantic
954,atlantic
955,atlantic
956,atlantic
957,atlantic
958,atlantic
959,atlantic
960,atlantic
961,atlantic
962,atlantic
963,atlantic
964,atlantic
965,atlantic
966,atlantic
967,atlantic
968,atlantic
969,atlantic
970,atlantic
971,atlantic
972,atlantic
973,atlantic
974,atlantic
975,atlantic
976,atlantic
977,atlantic
978,atlantic
979,atlantic
980,atlantic
981,atlantic
982,atlantic
983,atlantic
984,atlantic
985,atlantic
986,atlantic
987,atlantic
988,atlantic
989,atlantic
990,atlantic
991,atlantic
992,atlantic
993,atlantic
994,atlantic
995,atlantic
996,atlantic
997,atlantic
998,atlantic
999,atlantic
1000,atlantic
1001,atlantic
1002,atlantic
1003,atlantic
1004,atlantic
1005,atlantic
1006,atlantic
1007,atlantic
1008,atlantic
1009,atlantic
1010,atlantic
1011,atlantic
1012,atlantic
1013,atlantic
1014,atlantic
1015,atlantic
1016,atlantic
1017,atlantic
1018,atlantic
1019,atlantic
1020,atlantic
1021,atlantic
1022,atlantic
1023,atlantic
1024,atlantic
1025,atlantic
1026,atlantic
1027,atlantic
1028,atlantic
1029,atlantic
1030,atlantic
1031,atlantic
1032,atlantic
1033,atlantic
1034,atlantic
1035,atlantic
1036,atlantic
1037,atlantic
1038,atlantic
1039,atlantic
1040,atlantic
1041,atlantic
1042,atlantic
1043,atlantic
1044,atlantic
1045,atlantic
1046,atlantic
1047,atlantic
1048,atlantic
1049,atlantic
1050,atlantic
1051,atlantic
1052,atlantic
1053,atlantic
1054,atlantic
1055,atlantic
1056,atlantic
1057,atlantic
1058,atlantic
1059,atlantic
1060,atlantic
1061,atlantic
1062,atlantic
1063,atlantic
1064,atlantic
1065,atlantic
1066,atlantic
1067,atlantic
1068,atlantic
1069,atlantic
1070,atlantic
1071,atlantic
1072,atlantic
1073,atlantic
1074,atlantic
1075,atlantic
1076,atlantic
1077,atlantic
1078,atlantic
1079,atlantic
1080,atlantic
1081,atlantic
1082,atlantic
1083,atlantic
1084,atlantic
1085,arctic
1086,arctic
1087,arctic
1088,arctic
1089,arctic
1090,atlantic
1091,atlantic
1092,arctic
1093,arctic
1094,pacific
1095,arctic
1096,atlantic
1097,pacific
1098,atlantic
1099,pacific
1100,pacific
1101,pacific
1102,arctic
1103,pacific
1104,pacific
1105,pacific
1106,arctic
1107,arctic
1108,arctic
1109,arctic
1110,pacific
1111,pacific
1112,pacific
1113,pacific
1114,arctic
1115,atlantic
1116,atlantic
1117,atlantic
1118,FALSE
1119,FALSE
1120,FALSE
1121,FALSE
1122,atlantic
1123,atlantic
1124,atlantic
1125,atlantic
1126,atlantic
1127,atlantic
1128,atlantic
1129,FALSE
1130,FALSE
1131,pacific
1132,atlantic
1133,atlantic
1134,FALSE
1135,FALSE
1136,FALSE
1137,FALSE
1138,pacific
1139,FALSE
1140,FALSE
1141,FALSE
1142,atlantic
1143,FALSE
1144,FALSE
1145,atlantic
1146,pacific
1147,FALSE
1148,atlantic
1149,atlantic
1150,atlantic
1151,atlantic
1152,atlantic
1153,atlantic
1154,atlantic
1155,atlantic
1156,atlantic
1157,atlantic
1158,atlantic
1159,atlantic
1160,atlantic
1161,atlantic
1162,atlantic
1163,atlantic
1164,atlantic
1165,atlantic
1166,atlantic
1167,atlantic
1168,atlantic
1169,atlantic
1170,atlantic
1171,atlantic
1172,atlantic
1173,atlantic
1174,atlantic
1175,atlantic
1176,atlantic
1177,atlantic
1178,atlantic
1179,atlantic
1180,atlantic
1181,atlantic
1182,atlantic
1183,atlantic
1184,atlantic
1185,atlantic
1186,atlantic
1187,atlantic
1188,atlantic
1189,atlantic
1190,atlantic
1191,atlantic
1192,atlantic
1193,atlantic
1194,atlantic
1195,atlantic
1196,atlantic
1197,atlantic
1198,atlantic
1199,atlantic
1200,atlantic
1201,atlantic
1202,atlantic
1203,atlantic
1204,atlantic
1205,atlantic
1206,atlantic
1207,atlantic
1208,atlantic
1209,atlantic
1210,atlantic
1211,atlantic
1212,atlantic
1213,atlantic
1214,atlantic
1215,atlantic
1216,atlantic
1217,atlantic
1218,atlantic
1219,atlantic
1220,atlantic
1221,atlantic
1222,atlantic
1223,atlantic
1224,atlantic
1225,atlantic
1226,atlantic
1227,atlantic
1228,atlantic
1229,atlantic
1230,atlantic
1231,atlantic
1232,atlantic
1233,atlantic
1234,atlantic
1235,atlantic
1236,atlantic
1237,atlantic
1238,atlantic
1239,atlantic
1240,atlantic
1241,atlantic
1242,atlantic
1243,atlantic
1244,atlantic
1245,atlantic
1246,atlantic
1247,atlantic
1248,atlantic
1249,atlantic
1250,atlantic
1251,atlantic
1252,atlantic
1253,atlantic
1254,atlantic
1255,atlantic
1256,atlantic
1257,pacific
1258,pacific
1259,indian
1260,indian
1261,indian
1262,indian
1263,pacific
1264,pacific
1265,pacific
1266,pacific
1267,FALSE
1268,pacific
1269,pacific
1270,pacific
1271,pacific
1272,pacific
1273,pacific
1274,atlantic
1275,atlantic
1276,indian
1277,indian
1278,indian
1279,atlantic
1280,atlantic
1281,atlantic
1282,atlantic
1283,atlantic
1284,atlantic
1285,atlantic
1286,atlantic
1287,atlantic
1288,atlantic
1289,atlantic
1290,atlantic
1291,atlantic
1292,atlantic
1293,atlantic
1294,atlantic
1295,atlantic
1296,atlantic
1297,atlantic
1298,atlantic
1299,atlantic
1300,atlantic
1301,atlantic
1302,atlantic
1303,atlantic
1304,atlantic
1305,atlantic
1306,atlantic
1307,atlantic
1308,atlantic
1309,atlantic
1310,atlantic
1311,atlantic
1312,atlantic
1313,atlantic
1314,atlantic
1315,atlantic
1316,atlantic
1317,atlantic
1318,atlantic
1319,indian
1320,atlantic
1321,atlantic
1322,atlantic
1323,atlantic
1324,atlantic
1325,atlantic
1326,atlantic
1327,atlantic
1328,atlantic
1329,atlantic
1330,atlantic
1331,atlantic
1332,atlantic
1333,atlantic
1334,atlantic
1335,atlantic
1336,atlantic
1337,atlantic
1338,atlantic
1339,atlantic
1340,atlantic
1341,atlantic
1342,atlantic
1343,atlantic
1344,atlantic
1345,atlantic
1346,atlantic
1347,atlantic
1348,atlantic
1349,atlantic
1350,atlantic
1351,atlantic
1352,atlantic
1353,atlantic
1354,atlantic
1355,atlantic
1356,atlantic
1357,atlantic
1358,atlantic
1359,atlantic
1360,atlantic
1361,atlantic
1362,atlantic
1363,atlantic
1364,atlantic
1365,atlantic
1366,atlantic
1367,atlantic
1368,atlantic
1369,atlantic
1370,atlantic
1371,atlantic
1372,atlantic
1373,atlantic
1374,atlantic
1375,atlantic
1376,atlantic
1377,atlantic
1378,atlantic
1379,atlantic
1380,atlantic
1381,atlantic
1382,atlantic
1383,atlantic
1384,atlantic
1385,atlantic
1386,atlantic
1387,atlantic
1388,atlantic
1389,atlantic
1390,atlantic
1391,atlantic
1392,atlantic
1393,atlantic
1394,atlantic
1395,atlantic
1396,atlantic
1397,atlantic
1398,atlantic
1399,atlantic
1400,atlantic
1401,atlantic
1402,atlantic
1403,atlantic
1404,atlantic
1405,atlantic
1406,atlantic
1407,atlantic
1408,atlantic
1409,atlantic
1410,atlantic
1411,atlantic
1412,atlantic
1413,atlantic
1414,atlantic
1415,atlantic
1416,atlantic
1417,atlantic
1418,atlantic
1419,atlantic
1420,atlantic
1421,atlantic
1422,arctic
1423,atlantic
1424,atlantic
1425,atlantic
1426,atlantic
1427,atlantic
1428,atlantic
1429,arctic
1430,atlantic
1431,atlantic
1432,atlantic
1433,atlantic
1434,atlantic
1435,atlantic
1436,atlantic
1437,atlantic
1438,atlantic
1439,atlantic
1440,atlantic
1441,atlantic
1442,atlantic
1443,atlantic
1444,atlantic
1445,atlantic
1446,atlantic
1447,arctic
1448,atlantic
1449,atlantic
1450,atlantic
1451,atlantic
1452,atlantic
1453,atlantic
1454,atlantic
1455,atlantic
1456,atlantic
1457,atlantic
1458,atlantic
1459,atlantic
1460,atlantic
1461,arctic
1462,pacific
1463,arctic
1464,arctic
1465,pacific
1466,atlantic
1467,arctic
1468,pacific
1469,pacific
1470,pacific
1471,pacific
1472,pacific
1473,pacific
1474,atlantic
1475,atlantic
1476,atlantic
1477,atlantic
1478,FALSE
1479,atlantic
1480,atlantic
1481,atlantic
1482,atlantic
1483,atlantic
1484,atlantic
1485,atlantic
1486,atlantic
1487,atlantic
1488,atlantic
1489,arctic
1490,arctic
1491,FALSE
1492,FALSE
1493,FALSE
1494,FALSE
1495,FALSE
1496,FALSE
1497,FALSE
1498,atlantic
1499,atlantic
1500,atlantic
1501,FALSE
1502,FALSE
1503,FALSE
1504,FALSE
1505,FALSE
1506,atlantic
1507,pacific
1508,FALSE
1509,FALSE
1510,FALSE
1511,FALSE
1512,FALSE
1513,atlantic
1514,FALSE
1515,FALSE
1516,FALSE
1517,FALSE
1518,pacific
1519,atlantic
1520,atlantic
1521,atlantic
1522,atlantic
1523,atlantic
1524,atlantic
1525,atlantic
1526,atlantic
1527,atlantic
1528,atlantic
1529,atlantic
1530,atlantic
1531,atlantic
1532,atlantic
1533,atlantic
1534,atlantic
1535,atlantic
1536,atlantic
1537,atlantic
1538,atlantic
1539,atlantic
1540,atlantic
1541,atlantic
1542,atlantic
1543,atlantic
1544,atlantic
1545,atlantic
1546,atlantic
1547,atlantic
1548,atlantic
1549,atlantic
1550,atlantic
1551,atlantic
1552,atlantic
1553,atlantic
1554,atlantic
1555,atlantic
1556,atlantic
1557,atlantic
1558,atlantic
1559,atlantic
1560,atlantic
1561,atlantic
1562,atlantic
1563,atlantic
1564,atlantic
1565,atlantic
1566,atlantic
1567,atlantic
1568,atlantic
1569,atlantic
1570,atlantic
1571,atlantic
1572,atlantic
1573,atlantic
1574,atlantic
1575,atlantic
1576,atlantic
1577,atlantic
1578,atlantic
1579,atlantic
1580,atlantic
1581,atlantic
1582,atlantic
1583,atlantic
1584,atlantic
1585,atlantic
1586,atlantic
1587,atlantic
1588,atlantic
1589,atlantic
1590,pacific
1591,pacific
1592,atlantic
1593,atlantic
1594,atlantic
1595,atlantic
1596,atlantic
1597,atlantic
1598,atlantic
1599,atlantic
1600,atlantic
1601,atlantic
1602,atlantic
1603,atlantic
1604,atlantic
1605,atlantic
1606,atlantic
1607,atlantic
1608,atlantic
1609,atlantic
1610,atlantic
1611,atlantic
1612,atlantic
1613,atlantic
1614,atlantic
1615,atlantic
1616,atlantic
1617,atlantic
1618,atlantic
1619,atlantic
1620,atlantic
1621,atlantic
1622,atlantic
1623,atlantic
1624,atlantic
1625,atlantic
1626,atlantic
1627,atlantic
1628,atlantic
1629,atlantic
1630,atlantic
1631,indian
1632,indian
1633,indian
1634,pacific
1635,pacific
1636,pacific
1637,pacific
1638,pacific
1639,pacific
1640,pacific
1641,pacific
1642,pacific
1643,pacific
1644,atlantic
1645,atlantic
1646,atlantic
1647,atlantic
1648,atlantic
1649,atlantic
1650,atlantic
1651,atlantic
1652,atlantic
1653,atlantic
1654,atlantic
1655,atlantic
1656,atlantic
1657,atlantic
1658,atlantic
1659,atlantic
1660,atlantic
1661,atlantic
1662,atlantic
1663,atlantic
1664,atlantic
1665,atlantic
1666,atlantic
1667,atlantic
1668,atlantic
1669,atlantic
1670,atlantic
1671,atlantic
1672,atlantic
1673,atlantic
1674,atlantic
1675,atlantic
1676,atlantic
1677,atlantic
1678,atlantic
1679,atlantic
1680,atlantic
1681,atlantic
1682,atlantic
1683,atlantic
1684,atlantic
1685,atlantic
1686,atlantic
1687,atlantic
1688,atlantic
1689,atlantic
1690,atlantic
1691,atlantic
1692,atlantic
1693,atlantic
1694,atlantic
1695,atlantic
1696,arctic
1697,atlantic
1698,indian
1699,atlantic
1700,atlantic
1701,atlantic
1702,arctic
1703,atlantic
1704,atlantic
1705,atlantic
1706,atlantic
1707,atlantic
1708,arctic
1709,mediterranean
1710,atlantic
1711,atlantic
1712,pacific
1713,atlantic
1714,atlantic
1715,atlantic
1716,atlantic
1717,indian
1718,atlantic
1719,arctic
1720,atlantic
1721,atlantic
1722,atlantic
1723,atlantic
1724,atlantic
1725,atlantic
1726,atlantic
1727,atlantic
1728,atlantic
1729,atlantic
1730,atlantic
1731,atlantic
1732,pacific
1733,atlantic
1734,atlantic
1735,arctic
1736,atlantic
1737,atlantic
1738,pacific
1739,FALSE
1740,atlantic
1741,atlantic
1742,atlantic
1743,atlantic
1744,atlantic
1745,atlantic
1746,indian
1747,atlantic
1748,atlantic
1749,indian
1750,arctic
1751,atlantic
1752,pacific
1753,atlantic
1754,atlantic
1755,atlantic
1756,atlantic
1757,atlantic
1758,atlantic
1759,atlantic
1760,atlantic
1761,atlantic
1762,atlantic
1763,atlantic
1764,atlantic
1765,atlantic
1766,atlantic
1767,atlantic
1768,atlantic
1769,atlantic
1770,pacific
1771,indian
1772,pacific
1773,atlantic
1774,atlantic
1775,pacific
1776,atlantic
1777,atlantic
1778,atlantic
1779,atlantic
1780,arctic
1781,atlantic
1782,atlantic
1783,atlantic
1784,atlantic
1785,atlantic
1786,atlantic
1787,atlantic
1788,atlantic
1789,atlantic
1790,atlantic
1791,pacific
1792,atlantic
1793,atlantic
1794,atlantic
1795,atlantic
1796,atlantic
1797,atlantic
1798,FALSE
1799,atlantic
1800,atlantic
1801,atlantic
1802,atlantic
1803,atlantic
1804,atlantic
1805,atlantic
1806,atlantic
1807,arctic
1808,atlantic
1809,indian
1810,FALSE
1811,atlantic
1812,atlantic
1813,pacific
1814,atlantic
1815,atlantic
1816,atlantic
1817,atlantic
1818,pacific
1819,arctic
1820,atlantic
1821,indian
1822,atlantic
1823,atlantic
1824,arctic
1825,atlantic
1826,atlantic
1827,atlantic
1828,atlantic
1829,atlantic
1830,atlantic
1831,atlantic
1832,atlantic
1833,atlantic
1834,atlantic
1835,atlantic
1836,atlantic
1837,atlantic
1838,atlantic
1839,atlantic
1840,arctic
1841,pacific
1842,FALSE
1843,atlantic
1844,FALSE
1845,atlantic
1846,atlantic
1847,FALSE
1848,FALSE
1849,atlantic
1850,atlantic
1851,atlantic
1852,atlantic
1853,atlantic
1854,atlantic
1855,FALSE
1856,atlantic
1857,atlantic
1858,FALSE
1859,atlantic
1860,atlantic
1861,atlantic
1862,atlantic
1863,atlantic
1864,atlantic
1865,atlantic
1866,atlantic
1867,FALSE
1868,atlantic
1869,atlantic
1870,atlantic
1871,atlantic
1872,arctic
1873,FALSE
1874,atlantic
1875,atlantic
1876,atlantic
1877,FALSE
1878,atlantic
1879,atlantic
1880,atlantic
1881,arctic
1882,atlantic
1883,indian
1884,indian
1885,atlantic
1886,atlantic
1887,atlantic
1888,atlantic
1889,pacific
1890,atlantic
1891,atlantic
1892,atlantic
1893,atlantic
1894,atlantic
1895,atlantic
1896,FALSE
1897,atlantic
1898,FALSE
1899,atlantic
1900,FALSE
1901,atlantic
1902,atlantic
1903,atlantic
1904,atlantic
1905,atlantic
1906,atlantic
1907,atlantic
