,exact_name
528,Indian Ocean
529,Indian Ocean
530,Indian Ocean
531,Mozambique Channel
532,Mozambique Channel
533,North Atlantic Ocean
534,Southern Ocean
535,Southern Ocean
536,South Atlantic Ocean
537,North Atlantic Ocean
538,North Atlantic Ocean
539,Indian Ocean
540,Caribbean Sea
541,North Atlantic Ocean
542,North Atlantic Ocean
543,North Atlantic Ocean
544,North Atlantic Ocean
545,North Atlantic Ocean
546,North Atlantic Ocean
547,Celtic Sea
548,North Atlantic Ocean
549,North Atlantic Ocean
550,North Atlantic Ocean
551,North Atlantic Ocean
552,North Atlantic Ocean
553,North Atlantic Ocean
554,North Atlantic Ocean
555,North Atlantic Ocean
556,Celtic Sea
557,North Atlantic Ocean
558,North Atlantic Ocean
559,Celtic Sea
560,Celtic Sea
561,Celtic Sea
562,North Atlantic Ocean
563,Celtic Sea
564,Celtic Sea
565,North Atlantic Ocean
566,North Atlantic Ocean
567,Celtic Sea
568,Celtic Sea
569,Celtic Sea
570,Celtic Sea
571,North Atlantic Ocean
572,North Atlantic Ocean
573,North Atlantic Ocean
574,North Atlantic Ocean
575,FALSE
576,Celtic Sea
577,North Atlantic Ocean
578,North Atlantic Ocean
579,Barentsz Sea
580,Barentsz Sea
581,Barentsz Sea
582,Norwegian Sea
583,Southern Ocean
584,Norwegian Sea
585,Barentsz Sea
586,Barentsz Sea
587,South Atlantic Ocean
588,South Atlantic Ocean
589,Southern Ocean
590,Sea of Okhotsk
591,South Pacific Ocean
592,Sea of Okhotsk
593,Bering Sea
594,Sea of Okhotsk
595,Sea of Okhotsk
596,Japan Sea
597,Sea of Okhotsk
598,Sea of Okhotsk
599,Sea of Okhotsk
600,Japan Sea
601,FALSE
602,FALSE
603,FALSE
604,South Atlantic Ocean
605,FALSE
606,Labrador Sea
607,FALSE
608,Gulf of Alaska
609,FALSE
610,North Atlantic Ocean
611,North Atlantic Ocean
612,North Atlantic Ocean
613,FALSE
614,FALSE
615,FALSE
616,FALSE
617,FALSE
618,FALSE
619,North Atlantic Ocean
620,North Atlantic Ocean
621,North Atlantic Ocean
622,North Atlantic Ocean
623,FALSE
624,FALSE
625,FALSE
626,FALSE
627,FALSE
628,FALSE
629,FALSE
630,North Atlantic Ocean
631,FALSE
632,FALSE
633,FALSE
634,Gulf of Alaska
635,FALSE
636,North Pacific Ocean
637,FALSE
638,FALSE
639,North Atlantic Ocean
640,FALSE
641,FALSE
642,FALSE
643,FALSE
644,FALSE
645,FALSE
646,FALSE
647,Indian Ocean
648,South Atlantic Ocean
649,South Atlantic Ocean
650,North Pacific Ocean
651,South Atlantic Ocean
652,South Atlantic Ocean
653,South Atlantic Ocean
654,South Atlantic Ocean
655,Arafura Sea
656,North Pacific Ocean
657,North Atlantic Ocean
658,North Pacific Ocean
659,North Pacific Ocean
660,North Pacific Ocean
661,North Pacific Ocean
662,North Pacific Ocean
663,North Pacific Ocean
664,North Pacific Ocean
665,Philippine Sea
666,Gulf of Alaska
667,North Pacific Ocean
668,Indian Ocean
669,South Atlantic Ocean
670,South Atlantic Ocean
671,Coral Sea
672,Great Australian Bight
673,Coral Sea
674,Indian Ocean
675,Indian Ocean
676,Indian Ocean
677,Indian Ocean
678,Indian Ocean
679,Indian Ocean
680,Indian Ocean
681,Indian Ocean
682,Indian Ocean
683,Indian Ocean
684,Indian Ocean
685,South Pacific Ocean
686,South Pacific Ocean
687,South Atlantic Ocean
688,South Atlantic Ocean
689,South Atlantic Ocean
690,South Atlantic Ocean
691,South Atlantic Ocean
692,South Atlantic Ocean
693,South Atlantic Ocean
694,South Atlantic Ocean
695,Indian Ocean
696,Gulf of Guinea
697,North Atlantic Ocean
698,South Atlantic Ocean
699,Gulf of Guinea
700,Indian Ocean
701,Indian Ocean
702,Indian Ocean
703,Indian Ocean
704,Indian Ocean
705,Indian Ocean
706,Mozambique Channel
707,North Atlantic Ocean
708,South Atlantic Ocean
709,South Atlantic Ocean
710,Southern Ocean
711,South Atlantic Ocean
712,North Pacific Ocean
713,FALSE
714,FALSE
715,FALSE
716,North Atlantic Ocean
717,North Atlantic Ocean
718,North Atlantic Ocean
719,North Atlantic Ocean
720,North Atlantic Ocean
721,North Atlantic Ocean
722,North Atlantic Ocean
723,North Atlantic Ocean
724,Celtic Sea
725,North Atlantic Ocean
726,North Atlantic Ocean
727,North Atlantic Ocean
728,North Atlantic Ocean
729,North Atlantic Ocean
730,North Atlantic Ocean
731,North Atlantic Ocean
732,North Atlantic Ocean
733,Celtic Sea
734,Celtic Sea
735,North Atlantic Ocean
736,Celtic Sea
737,Celtic Sea
738,Celtic Sea
739,North Atlantic Ocean
740,North Atlantic Ocean
741,North Atlantic Ocean
742,Celtic Sea
743,Celtic Sea
744,North Atlantic Ocean
745,North Atlantic Ocean
746,Celtic Sea
747,North Atlantic Ocean
748,Barentsz Sea
749,Barentsz Sea
750,Norwegian Sea
751,Barentsz Sea
752,Barentsz Sea
753,Barentsz Sea
754,North Atlantic Ocean
755,Barentsz Sea
756,North Atlantic Ocean
757,North Atlantic Ocean
758,South Atlantic Ocean
759,Southern Ocean
760,South Atlantic Ocean
761,Southern Ocean
762,South Atlantic Ocean
763,Sea of Okhotsk
764,Sea of Okhotsk
765,Sea of Okhotsk
766,Sea of Okhotsk
767,Sea of Okhotsk
768,FALSE
769,Sea of Okhotsk
770,Sea of Okhotsk
771,Sea of Okhotsk
772,Sea of Okhotsk
773,Sea of Okhotsk
774,FALSE
775,FALSE
776,FALSE
777,North Atlantic Ocean
778,FALSE
779,North Atlantic Ocean
780,Labrador Sea
781,FALSE
782,FALSE
783,North Atlantic Ocean
784,North Atlantic Ocean
785,North Atlantic Ocean
786,North Atlantic Ocean
787,South Atlantic Ocean
788,North Atlantic Ocean
789,FALSE
790,FALSE
791,FALSE
792,FALSE
793,FALSE
794,FALSE
795,FALSE
796,FALSE
797,FALSE
798,FALSE
799,FALSE
800,FALSE
801,North Atlantic Ocean
802,FALSE
803,FALSE
804,FALSE
805,FALSE
806,FALSE
807,FALSE
808,North Atlantic Ocean
809,FALSE
810,FALSE
811,FALSE
812,FALSE
813,FALSE
814,FALSE
815,North Pacific Ocean
816,FALSE
817,FALSE
818,FALSE
819,FALSE
820,FALSE
821,FALSE
822,FALSE
823,North Pacific Ocean
824,North Atlantic Ocean
825,South Atlantic Ocean
826,South Atlantic Ocean
827,North Pacific Ocean
828,North Atlantic Ocean
829,Arabian Sea
830,North Pacific Ocean
831,North Pacific Ocean
832,North Pacific Ocean
833,North Pacific Ocean
834,North Pacific Ocean
835,North Pacific Ocean
836,North Pacific Ocean
837,North Pacific Ocean
838,South Atlantic Ocean
839,South Atlantic Ocean
840,South Atlantic Ocean
841,South Atlantic Ocean
842,South Atlantic Ocean
843,South Atlantic Ocean
844,Southern Ocean
845,South Atlantic Ocean
846,South Atlantic Ocean
847,Southern Ocean
848,Arafura Sea
849,Arafura Sea
850,Great Australian Bight
851,Great Australian Bight
852,Indian Ocean
853,Indian Ocean
854,Indian Ocean
855,Indian Ocean
856,Indian Ocean
857,South Pacific Ocean
858,South Pacific Ocean
859,Indian Ocean
860,Indian Ocean
861,Indian Ocean
862,Indian Ocean
863,Arafura Sea
864,South Atlantic Ocean
865,South Atlantic Ocean
866,South Atlantic Ocean
867,South Atlantic Ocean
868,South Atlantic Ocean
869,Gulf of Guinea
870,North Atlantic Ocean
871,Indian Ocean
872,Indian Ocean
873,Indian Ocean
874,Indian Ocean
875,Indian Ocean
876,Indian Ocean
877,Indian Ocean
878,South Atlantic Ocean
879,South Atlantic Ocean
880,South Atlantic Ocean
881,North Atlantic Ocean
882,Southern Ocean
883,South Atlantic Ocean
884,South Atlantic Ocean
885,South Atlantic Ocean
886,South Atlantic Ocean
887,North Pacific Ocean
888,FALSE
889,North Pacific Ocean
890,North Atlantic Ocean
891,North Atlantic Ocean
892,North Atlantic Ocean
893,North Atlantic Ocean
894,North Atlantic Ocean
895,North Atlantic Ocean
896,Celtic Sea
897,North Atlantic Ocean
898,North Atlantic Ocean
899,North Atlantic Ocean
900,North Atlantic Ocean
901,North Atlantic Ocean
902,North Atlantic Ocean
903,North Atlantic Ocean
904,North Atlantic Ocean
905,North Atlantic Ocean
906,Celtic Sea
907,Celtic Sea
908,North Atlantic Ocean
909,North Atlantic Ocean
910,North Atlantic Ocean
911,North Atlantic Ocean
912,North Atlantic Ocean
913,Norwegian Sea
914,North Atlantic Ocean
915,North Atlantic Ocean
916,North Atlantic Ocean
917,North Atlantic Ocean
918,North Atlantic Ocean
919,North Atlantic Ocean
920,Barentsz Sea
921,Barentsz Sea
922,North Atlantic Ocean
923,Barentsz Sea
924,Norwegian Sea
925,Norwegian Sea
926,Barentsz Sea
927,Norwegian Sea
928,Barentsz Sea
929,Barentsz Sea
930,Barentsz Sea
931,North Atlantic Ocean
932,South Atlantic Ocean
933,Sea of Okhotsk
934,Sea of Okhotsk
935,Sea of Okhotsk
936,Japan Sea
937,Japan Sea
938,Sea of Okhotsk
939,Sea of Okhotsk
940,Japan Sea
941,Sea of Okhotsk
942,Sea of Okhotsk
943,Sea of Okhotsk
944,Sea of Okhotsk
945,Barentsz Sea
946,Barentsz Sea
947,Indian Ocean
948,FALSE
949,FALSE
950,Labrador Sea
951,FALSE
952,FALSE
953,FALSE
954,Gulf of Alaska
955,North Atlantic Ocean
956,South Atlantic Ocean
957,North Atlantic Ocean
958,FALSE
959,FALSE
960,FALSE
961,FALSE
962,North Atlantic Ocean
963,FALSE
964,North Atlantic Ocean
965,FALSE
966,FALSE
967,FALSE
968,FALSE
969,FALSE
970,FALSE
971,FALSE
972,FALSE
973,FALSE
974,FALSE
975,Gulf of Alaska
976,North Atlantic Ocean
977,North Atlantic Ocean
978,North Atlantic Ocean
979,FALSE
980,FALSE
981,FALSE
982,FALSE
983,FALSE
984,FALSE
985,FALSE
986,FALSE
987,FALSE
988,FALSE
989,FALSE
990,FALSE
991,North Atlantic Ocean
992,FALSE
993,FALSE
994,FALSE
995,FALSE
996,South Atlantic Ocean
997,South Atlantic Ocean
998,North Pacific Ocean
999,Arabian Sea
1000,North Pacific Ocean
1001,North Pacific Ocean
1002,North Pacific Ocean
1003,North Pacific Ocean
1004,North Pacific Ocean
1005,North Pacific Ocean
1006,North Pacific Ocean
1007,North Pacific Ocean
1008,Southern Ocean
1009,South Atlantic Ocean
1010,South Atlantic Ocean
1011,FALSE
1012,Coral Sea
1013,Coral Sea
1014,Indian Ocean
1015,Indian Ocean
1016,Indian Ocean
1017,Indian Ocean
1018,Indian Ocean
1019,Indian Ocean
1020,Indian Ocean
1021,Indian Ocean
1022,Indian Ocean
1023,FALSE
1024,South Pacific Ocean
1025,Tasman Sea
1026,Tasman Sea
1027,Indian Ocean
1028,Indian Ocean
1029,Indian Ocean
1030,North Pacific Ocean
1031,South Atlantic Ocean
1032,South Atlantic Ocean
1033,Indian Ocean
1034,South Atlantic Ocean
1035,South Atlantic Ocean
1036,South Atlantic Ocean
1037,South Atlantic Ocean
1038,South Atlantic Ocean
1039,South Atlantic Ocean
1040,Indian Ocean
1041,South Atlantic Ocean
1042,South Atlantic Ocean
1043,South Atlantic Ocean
1044,South Atlantic Ocean
1045,Indian Ocean
1046,Gulf of Guinea
1047,Gulf of Guinea
1048,Gulf of Guinea
1049,North Atlantic Ocean
1050,Indian Ocean
1051,Indian Ocean
1052,Indian Ocean
1053,Indian Ocean
1054,Indian Ocean
1055,Indian Ocean
1056,South Atlantic Ocean
1057,South Atlantic Ocean
1058,South Atlantic Ocean
1059,FALSE
1060,North Atlantic Ocean
1061,North Atlantic Ocean
1062,North Atlantic Ocean
1063,North Atlantic Ocean
1064,North Atlantic Ocean
1065,North Atlantic Ocean
1066,North Atlantic Ocean
1067,Celtic Sea
1068,North Atlantic Ocean
1069,North Atlantic Ocean
1070,North Atlantic Ocean
1071,North Atlantic Ocean
1072,North Atlantic Ocean
1073,North Atlantic Ocean
1074,North Atlantic Ocean
1075,North Atlantic Ocean
1076,North Atlantic Ocean
1077,Celtic Sea
1078,North Atlantic Ocean
1079,North Atlantic Ocean
1080,North Atlantic Ocean
1081,North Atlantic Ocean
1082,North Atlantic Ocean
1083,Celtic Sea
1084,North Atlantic Ocean
1085,Celtic Sea
1086,Celtic Sea
1087,North Atlantic Ocean
1088,North Atlantic Ocean
1089,North Atlantic Ocean
1090,North Atlantic Ocean
1091,North Atlantic Ocean
1092,North Atlantic Ocean
1093,North Atlantic Ocean
1094,Barentsz Sea
1095,North Atlantic Ocean
1096,Barentsz Sea
1097,Barentsz Sea
1098,North Atlantic Ocean
1099,Barentsz Sea
1100,Barentsz Sea
1101,Barentsz Sea
1102,South Atlantic Ocean
1103,South Atlantic Ocean
1104,South Atlantic Ocean
1105,Barentsz Sea
1106,Sea of Okhotsk
1107,Sea of Okhotsk
1108,Sea of Okhotsk
1109,Japan Sea
1110,Sea of Okhotsk
1111,Sea of Okhotsk
1112,Japan Sea
1113,Sea of Okhotsk
1114,Sea of Okhotsk
1115,Sea of Okhotsk
1116,Sea of Okhotsk
1117,Sea of Okhotsk
1118,Barentsz Sea
1119,Barentsz Sea
1120,Indian Ocean
1121,FALSE
1122,FALSE
1123,South Atlantic Ocean
1124,South Atlantic Ocean
1125,South Atlantic Ocean
1126,Labrador Sea
1127,FALSE
1128,FALSE
1129,FALSE
1130,Gulf of Alaska
1131,North Atlantic Ocean
1132,FALSE
1133,FALSE
1134,FALSE
1135,FALSE
1136,FALSE
1137,North Atlantic Ocean
1138,North Atlantic Ocean
1139,FALSE
1140,FALSE
1141,FALSE
1142,FALSE
1143,North Atlantic Ocean
1144,North Atlantic Ocean
1145,North Atlantic Ocean
1146,FALSE
1147,FALSE
1148,FALSE
1149,FALSE
1150,FALSE
1151,FALSE
1152,FALSE
1153,FALSE
1154,FALSE
1155,FALSE
1156,Gulf of Alaska
1157,FALSE
1158,FALSE
1159,FALSE
1160,FALSE
1161,FALSE
1162,FALSE
1163,South Atlantic Ocean
1164,Indian Ocean
1165,South Atlantic Ocean
1166,South Atlantic Ocean
1167,South Atlantic Ocean
1168,North Pacific Ocean
1169,North Atlantic Ocean
1170,Arabian Sea
1171,North Pacific Ocean
1172,North Pacific Ocean
1173,Arabian Sea
1174,North Pacific Ocean
1175,North Pacific Ocean
1176,North Pacific Ocean
1177,North Pacific Ocean
1178,North Pacific Ocean
1179,North Pacific Ocean
1180,North Pacific Ocean
1181,North Pacific Ocean
1182,North Pacific Ocean
1183,North Pacific Ocean
1184,South Atlantic Ocean
1185,FALSE
1186,South Atlantic Ocean
1187,Southern Ocean
1188,South Atlantic Ocean
1189,South Atlantic Ocean
1190,Arafura Sea
1191,Timor Sea
1192,Indian Ocean
1193,Indian Ocean
1194,Timor Sea
1195,Indian Ocean
1196,Indian Ocean
1197,South Pacific Ocean
1198,Southern Ocean
1199,Indian Ocean
1200,Indian Ocean
1201,South Atlantic Ocean
1202,South Atlantic Ocean
1203,South Atlantic Ocean
1204,South Atlantic Ocean
1205,South Atlantic Ocean
1206,South Atlantic Ocean
1207,South Atlantic Ocean
1208,South Atlantic Ocean
1209,North Atlantic Ocean
1210,Gulf of Guinea
1211,Gulf of Guinea
1212,Gulf of Guinea
1213,Indian Ocean
1214,Indian Ocean
1215,Indian Ocean
1216,South Atlantic Ocean
1217,South Atlantic Ocean
1218,Southern Ocean
1219,North Atlantic Ocean
1220,FALSE
1221,North Pacific Ocean
1222,North Atlantic Ocean
1223,North Atlantic Ocean
1224,North Atlantic Ocean
1225,North Atlantic Ocean
1226,North Atlantic Ocean
1227,North Atlantic Ocean
1228,North Atlantic Ocean
1229,North Atlantic Ocean
1230,North Atlantic Ocean
1231,Celtic Sea
1232,North Atlantic Ocean
1233,North Atlantic Ocean
1234,North Atlantic Ocean
1235,North Atlantic Ocean
1236,North Atlantic Ocean
1237,North Atlantic Ocean
1238,Celtic Sea
1239,Celtic Sea
1240,Indian Ocean
1241,Celtic Sea
1242,Celtic Sea
1243,Celtic Sea
1244,North Atlantic Ocean
1245,North Atlantic Ocean
1246,North Atlantic Ocean
1247,North Atlantic Ocean
1248,North Atlantic Ocean
1249,North Atlantic Ocean
1250,North Atlantic Ocean
1251,Barentsz Sea
1252,Barentsz Sea
1253,Norwegian Sea
1254,Barentsz Sea
